Date,MEGACPO.MX,ALSEA.MX,AC.MX,KIMBERA.MX,AMXL.MX,GRUMAB.MX,GCARSOA1.MX,BIMBOA.MX,GCC.MX,OMAB.MX,PINFRA.MX,GMEXICOB.MX,FEMSAUBD.MX,GAPB.MX,ASURB.MX,TLEVISACPO.MX,CEMEXCPO.MX,GFNORTEO.MX
2013-12-13,44.209999084472656,39.880001068115234,82.83999633789062,37.79999923706055,14.390000343322754,95.61000061035156,71.44000244140625,38.560001373291016,39.9900016784668,44.68000030517578,154.0,40.25,122.43000030517578,68.54000091552734,166.94000244140625,76.5,12.642600059509277,94.43000030517578
2013-12-16,44.13999938964844,38.880001068115234,82.31999969482422,36.869998931884766,14.569999694824219,93.81999969482422,68.70999908447266,38.119998931884766,39.9900016784668,45.52000045776367,152.58999633789062,40.5,122.56999969482422,68.69999694824219,167.8800048828125,75.43000030517578,12.5826997756958,96.18000030517578
2013-12-17,44.13999938964844,39.09000015258789,81.9800033569336,36.970001220703125,14.329999923706055,93.97000122070312,67.61000061035156,38.0,39.9900016784668,45.2599983215332,153.0500030517578,41.04999923706055,121.81999969482422,68.16000366210938,167.5500030517578,75.05999755859375,12.599800109863281,93.83000183105469
2013-12-18,44.18000030517578,40.130001068115234,80.26000213623047,37.349998474121094,14.640000343322754,94.33000183105469,68.79000091552734,38.5,39.9900016784668,45.02000045776367,155.00999450683594,41.95000076293945,123.30000305175781,68.27999877929688,167.94000244140625,75.36000061035156,12.950300216674805,92.2300033569336
2013-12-19,44.93000030517578,40.15999984741211,80.0,36.84000015258789,14.65999984741211,95.66999816894531,69.87000274658203,38.66999816894531,39.9900016784668,45.130001068115234,156.82000732421875,42.380001068115234,124.19999694824219,68.95999908447266,167.7899932861328,76.75,12.7878999710083,91.3499984741211
2013-12-20,44.90999984741211,40.470001220703125,78.19999694824219,36.709999084472656,14.680000305175781,97.20999908447266,68.12999725341797,38.54999923706055,39.9900016784668,43.880001068115234,152.32000732421875,43.34000015258789,124.31999969482422,68.36000061035156,169.6300048828125,76.62000274658203,12.967399597167969,90.52999877929688
2013-12-23,45.290000915527344,40.06999969482422,80.87999725341797,36.709999084472656,14.979999542236328,98.91999816894531,68.80999755859375,38.689998626708984,39.2599983215332,44.04999923706055,155.42999267578125,42.59000015258789,126.98999786376953,68.0199966430664,163.57000732421875,77.54000091552734,12.958800315856934,90.7300033569336
2013-12-26,44.2400016784668,40.310001373291016,80.95999908447266,36.7599983215332,15.050000190734863,98.01000213623047,68.16999816894531,39.209999084472656,40.0,44.25,153.7899932861328,42.83000183105469,127.1500015258789,68.4000015258789,163.2100067138672,78.08000183105469,13.035799980163574,89.79000091552734
2013-12-27,44.459999084472656,40.27000045776367,81.1500015258789,36.77000045776367,15.270000457763672,97.83999633789062,69.41000366210938,39.61000061035156,40.0,44.18000030517578,155.50999450683594,43.18000030517578,127.4800033569336,68.87999725341797,163.50999450683594,78.22000122070312,13.121199607849121,89.98999786376953
2013-12-30,44.970001220703125,40.75,80.97000122070312,36.959999084472656,15.350000381469727,98.47000122070312,69.5,40.41999816894531,39.0,44.77000045776367,156.9199981689453,43.599998474121094,128.16000366210938,69.02999877929688,163.52999877929688,78.52999877929688,13.104100227355957,90.7300033569336
2014-01-02,44.369998931884766,41.040000915527344,80.1500015258789,36.4900016784668,14.890000343322754,100.01000213623047,69.08999633789062,38.959999084472656,40.0,43.400001525878906,157.55999755859375,43.06999969482422,124.2699966430664,68.30999755859375,159.8699951171875,78.27999877929688,12.916099548339844,91.37999725341797
2014-01-03,44.189998626708984,40.95000076293945,80.37000274658203,36.709999084472656,14.899999618530273,103.93000030517578,69.47000122070312,38.59000015258789,40.0,43.58000183105469,154.47000122070312,42.34000015258789,123.62999725341797,66.0999984741211,153.9600067138672,78.19999694824219,12.907500267028809,92.25
2014-01-06,45.5099983215332,41.70000076293945,78.83999633789062,35.709999084472656,14.779999732971191,102.41000366210938,67.29000091552734,38.630001068115234,40.0,43.93000030517578,151.19000244140625,41.119998931884766,122.8499984741211,63.369998931884766,147.74000549316406,77.62000274658203,12.967399597167969,90.61000061035156
2014-01-07,45.779998779296875,42.4900016784668,78.98999786376953,36.11000061035156,14.680000305175781,101.19000244140625,66.7699966430664,38.189998626708984,40.0,43.790000915527344,153.10000610351562,41.349998474121094,123.22000122070312,65.76000213623047,153.50999450683594,78.95999908447266,12.967399597167969,90.94000244140625
2014-01-08,45.040000915527344,42.09000015258789,78.41000366210938,35.72999954223633,14.449999809265137,102.12999725341797,66.2699966430664,37.04999923706055,40.0,44.27000045776367,155.47999572753906,41.66999816894531,121.80000305175781,68.08000183105469,155.9600067138672,79.30000305175781,13.146900177001953,90.08999633789062
2014-01-09,44.84000015258789,42.150001525878906,77.97000122070312,36.0,14.3100004196167,102.41999816894531,65.19000244140625,36.2599983215332,40.0,44.459999084472656,157.6300048828125,42.040000915527344,122.97000122070312,68.54000091552734,151.92999267578125,79.55000305175781,13.582799911499023,90.94000244140625
2014-01-10,45.54999923706055,42.56999969482422,79.18000030517578,37.5099983215332,14.380000114440918,104.36000061035156,67.91999816894531,36.68000030517578,40.099998474121094,44.47999954223633,164.9600067138672,43.279998779296875,126.16999816894531,70.2300033569336,153.19000244140625,82.44000244140625,13.924799919128418,93.37000274658203
2014-01-13,45.5,42.630001068115234,78.18000030517578,37.38999938964844,14.279999732971191,105.29000091552734,66.6500015258789,36.65999984741211,40.099998474121094,44.779998779296875,162.36000061035156,42.93000030517578,125.33000183105469,70.4800033569336,152.07000732421875,82.01000213623047,13.52299976348877,94.30000305175781
2014-01-14,46.25,42.560001373291016,76.80000305175781,37.099998474121094,14.449999809265137,104.55000305175781,67.43000030517578,36.849998474121094,41.0,44.77000045776367,162.86000061035156,43.61000061035156,124.80999755859375,72.80000305175781,156.36000061035156,82.52999877929688,13.958999633789062,94.05999755859375
2014-01-15,46.54999923706055,42.7599983215332,77.01000213623047,37.11000061035156,14.699999809265137,105.72000122070312,67.41000366210938,36.93000030517578,41.0,44.689998626708984,163.36000061035156,42.869998931884766,123.95999908447266,72.43000030517578,157.0,83.16999816894531,14.2923002243042,91.93000030517578
2014-01-16,46.0,42.56999969482422,76.55000305175781,36.75,14.569999694824219,106.87999725341797,67.80999755859375,36.959999084472656,40.79999923706055,45.2400016784668,163.33999633789062,42.63999938964844,123.04000091552734,70.97000122070312,153.5800018310547,81.87999725341797,14.070099830627441,91.16999816894531
2014-01-17,45.97999954223633,42.560001373291016,75.83000183105469,36.400001525878906,14.4399995803833,106.56999969482422,68.30999755859375,36.15999984741211,40.79999923706055,45.060001373291016,163.42999267578125,43.33000183105469,123.33999633789062,70.01000213623047,153.2100067138672,80.02999877929688,14.087200164794922,90.19999694824219
2014-01-20,45.900001525878906,42.619998931884766,75.6500015258789,36.31999969482422,14.420000076293945,107.05000305175781,67.33999633789062,36.2599983215332,40.79999923706055,45.36000061035156,165.72999572753906,43.189998626708984,123.69999694824219,70.87999725341797,154.07000732421875,79.98999786376953,14.18120002746582,91.02999877929688
2014-01-21,47.0099983215332,42.779998779296875,75.7300033569336,36.029998779296875,14.399999618530273,109.54000091552734,65.95999908447266,35.209999084472656,40.060001373291016,44.70000076293945,165.44000244140625,42.130001068115234,124.02999877929688,70.98999786376953,152.27999877929688,78.44999694824219,14.531700134277344,89.62000274658203
2014-01-22,47.91999816894531,42.33000183105469,75.91999816894531,36.08000183105469,14.619999885559082,109.83999633789062,68.0199966430664,34.790000915527344,40.790000915527344,44.369998931884766,164.22000122070312,42.93000030517578,125.18000030517578,71.05999755859375,153.17999267578125,78.47000122070312,14.685500144958496,90.0999984741211
