Date,ABT,ATVI,ALK,ALB,LNT,AEE,AEP,AXP,AIG,AME,AMGN,APH,AOS,APA,AMAT,ADM,T,AVY,BLL,DUK,EA
2010-11-30,22.31549835205078,11.739999771118164,13.75,54.09000015258789,18.155000686645508,28.719999313354492,35.599998474121094,43.220001220703125,41.290000915527344,26.29777717590332,52.689998626708984,12.507499694824219,9.852499961853027,107.63999938964844,12.430000305175781,28.989999771118164,27.790000915527344,37.540000915527344,16.469999313354492,52.650001525878906,14.90999984741211
2010-12-01,22.55539894104004,11.970000267028809,13.864999771118164,55.369998931884766,18.469999313354492,29.190000534057617,36.400001525878906,44.29999923706055,42.279998779296875,27.46666717529297,53.52000045776367,12.927499771118164,9.9375,111.26000213623047,12.770000457763672,29.489999771118164,28.280000686645508,38.59000015258789,16.985000610351562,53.34000015258789,15.050000190734863
2010-12-02,22.843278884887695,12.079999923706055,13.829999923706055,55.0,18.5,29.219999313354492,36.08000183105469,44.97999954223633,42.880001068115234,27.06222152709961,53.84000015258789,13.204999923706055,10.104999542236328,114.37999725341797,12.90999984741211,30.1200008392334,28.549999237060547,39.68000030517578,17.264999389648438,53.279998779296875,15.079999923706055
2010-12-03,22.728126525878906,12.300000190734863,13.97249984741211,55.22999954223633,18.53499984741211,29.229999542236328,35.9900016784668,44.880001068115234,43.7599983215332,26.91111183166504,53.72999954223633,13.232500076293945,10.324999809265137,115.11000061035156,13.0600004196167,30.389999389648438,28.489999771118164,39.849998474121094,17.212499618530273,53.369998931884766,15.180000305175781
2010-12-06,22.512216567993164,12.149999618530273,14.010000228881836,55.36000061035156,18.420000076293945,28.670000076293945,35.79999923706055,45.0,43.599998474121094,26.626667022705078,53.400001525878906,13.262499809265137,10.505000114440918,116.41999816894531,13.020000457763672,30.149999618530273,28.299999237060547,39.9900016784668,16.99250030517578,53.040000915527344,15.430000305175781
2010-12-07,22.497821807861328,12.010000228881836,14.050000190734863,55.56999969482422,18.389999389648438,28.40999984741211,35.41999816894531,44.779998779296875,43.95000076293945,26.617778778076172,53.130001068115234,13.239999771118164,10.555000305175781,116.31999969482422,12.989999771118164,30.170000076293945,28.540000915527344,40.75,16.9950008392334,52.40999984741211,15.510000228881836
2010-12-08,22.42105484008789,11.989999771118164,14.007499694824219,54.41999816894531,18.225000381469727,28.329999923706055,35.08000183105469,45.630001068115234,42.220001220703125,26.511110305786133,53.279998779296875,13.145000457763672,10.475000381469727,113.5999984741211,13.039999961853027,29.950000762939453,28.6299991607666,40.7599983215332,16.832500457763672,52.08000183105469,15.75
2010-12-09,22.612974166870117,12.170000076293945,14.092499732971191,55.06999969482422,18.200000762939453,28.309999465942383,35.369998931884766,45.810001373291016,47.779998779296875,26.568889617919922,53.400001525878906,13.295000076293945,10.5,114.48999786376953,13.279999732971191,30.440000534057617,28.81999969482422,41.099998474121094,16.940000534057617,52.31999969482422,15.75
2010-12-10,22.84807586669922,12.239999771118164,14.237500190734863,55.38999938964844,18.264999389648438,28.510000228881836,35.63999938964844,46.2599983215332,48.95000076293945,26.70222282409668,53.88999938964844,13.324999809265137,10.767499923706055,114.91999816894531,13.359999656677246,31.06999969482422,28.889999389648438,41.380001068115234,16.9950008392334,52.59000015258789,15.819999694824219
2010-12-13,22.78090476989746,12.020000457763672,14.1225004196167,55.04999923706055,18.399999618530273,28.549999237060547,35.869998931884766,46.369998931884766,48.52000045776367,26.675556182861328,54.11000061035156,13.324999809265137,10.637499809265137,116.80000305175781,13.220000267028809,30.690000534057617,28.780000686645508,41.38999938964844,17.065000534057617,52.619998931884766,15.760000228881836
2010-12-14,23.05438995361328,12.0,14.085000038146973,55.63999938964844,18.524999618530273,28.829999923706055,36.08000183105469,46.20000076293945,51.77000045776367,26.688888549804688,56.7599983215332,13.300000190734863,10.489999771118164,116.25,13.300000190734863,30.559999465942383,29.34000015258789,41.70000076293945,17.260000228881836,52.97999954223633,15.789999961853027
2010-12-15,23.087976455688477,12.029999732971191,14.147500038146973,54.810001373291016,18.25,28.3700008392334,35.720001220703125,46.119998931884766,51.189998626708984,26.551111221313477,55.66999816894531,13.1899995803833,10.197500228881836,116.0199966430664,13.199999809265137,30.219999313354492,29.1299991607666,41.72999954223633,17.094999313354492,52.650001525878906,15.710000038146973
