Date,FRPH,GAIA,GCBC,HUBG,FITB,FONR,HA,CALM,HSIC,FCCY,FORD,HSKA,FWRD,FBNC,FMBI,GIFI,GILT,FNLC,FLIC,HIBB,EBAY,HBAN,FMBH,HELE,GSBC,FCAP,FLEX,EMCF,HDSN,HTLF
29/10/2019,50.51,7.09,27.49,49.63,29.63,20.65,28.09,40.66,63.12,19.08,1.08,78.85,71.14,38.19,21.01,5.49,8.24,28.29,23.74,23.34,36.11,14.46,35,152.12,60.71,59.6,11.82,30.75,0.6432,47.65
30/10/2019,51.9,7.05,27.9,48.46,29.28,20.535,28.31,40.21,62.8,19.1,1.07,78.92,69.71,37.84,20.83,5.34,8.25,28.37,23.64,23.51,35.86,14.21,35.01,152.92,60.96,59.97,11.91,30.75,0.6337,47.57
31/10/2019,51.78,6.93,27.82,45.8,29.08,20.33,28.61,39.89,62.585,18.99,1.04,81.02,69.17,37.75,20.54,5.24,8.16,28.27,23.44,23.86,35.25,14.13,34.9,149.76,60.42,58.7,11.75,31.84,0.6297,46.78
01/11/2019,53.19,7.16,27.89,46.66,29.56,20.55,28.47,40.96,63.3,19.09,1.0556,82.43,69.16,38.03,20.94,5.37,8.22,28.52,23.6,23.97,35.25,14.34,35.27,151.28,60.3,59.15,12.25,31.84,0.633,47.89
04/11/2019,53.7,7.34,27.87,48.83,30.08,20.54,29.26,40.91,65.73,19.2,1.04,86.14,70.15,38.51,21.4,5.45,8.15,28.65,23.94,24.95,35.41,14.7,35.42,151.57,61.13,59.3,12.16,31.84,0.6856,48.23
05/11/2019,53.37,9.02,26.81,49.74,30.35,20.19,30.17,41.31,67.73,19.35,1.06,94.3,70.55,38.9,21.73,4.97,8.1,29.12,23.98,26.28,35.48,14.87,35.78,153.82,61.84,58.2,11.79,31.25,0.69,48.25
06/11/2019,51.9,8.635,27.31,49.1,30.43,19.62,30.63,41.51,68.6,19.2,1.0496,92.34,70.68,38.56,21.9,4.8,8,29.07,23.99,25.26,35.5,14.91,35.82,155.5,61.54,60.99,11.71,31,0.73,47.99
07/11/2019,52.65,8.97,27.32,49.49,30.51,19.7,30.18,41.39,68.74,19.26,1.03,90.65,71.17,38.51,21.83,4.69,8.03,29.13,24.22,24.39,34.89,14.98,36.08,153.16,61.73,59.5,11.83,32.37,0.7464,48.18
08/11/2019,50.9,9,27.38,49.5,30.56,19.61,30.14,41.52,68.91,19.33,1.03,91.58,70.61,38.82,22.06,4.47,7.87,28.96,24.25,23.68,35.14,14.98,35.92,155.28,61.49,58.75,11.84,32.01,0.7554,47.91
11/11/2019,51.5,9.01,27.26,49.64,30.13,20.78,30.24,41.82,67.4,19.33,1.0195,89.37,70.65,38.48,21.94,4.48,7.7,28.7,24.21,24.83,35.25,14.93,35.55,156.08,61.44,60.52,11.83,32.75,0.75,47.63
12/11/2019,51.19,9.05,27.13,49.61,30.11,20.32,29.62,42.61,67.88,19.5,1.01,92.21,70.31,38.39,21.93,4.34,7.49,28.32,24.16,25.6,35.07,14.91,35.57,155.34,61.83,59.1,11.94,32.38,0.7203,47.76
13/11/2019,51.02,9.12,27.31,49.38,29.81,20.2,30.03,43.02,68.28,19.17,1.02,91.63,69.58,38.14,21.84,4.3,7.41,28.86,23.92,25.69,34.64,14.67,35.53,154.63,61.09,59.57,12.34,32.75,0.6658,47.52
14/11/2019,50.52,8.95,27.45,50.05,29.78,20.31,30.29,43.73,68.18,19.3,0.9945,90.86,69.82,38.27,21.84,4.39,7.37,28.66,23.91,25.45,34.96,14.69,35.14,153.83,60.95,60.3,11.94,32.31,0.645,47.1
15/11/2019,50.73,9.03,27.6,50.6,30.07,20.59,30.63,43.75,68.46,19.37,1.0138,92.22,69.71,38.03,21.77,4.47,7.36,28.16,23.99,25.99,35.27,14.79,35.28,153.34,60.69,60.7,12.18,32.83,0.612,47.07
18/11/2019,50.07,8.98,27.66,51.16,29.85,20.19,30.44,43.68,68.69,19.59,0.984,92.08,70.47,38.23,21.75,4.37,7.63,28.12,23.91,26.54,35.1,14.73,35,155.68,60.17,61.24,11.98,32.57,0.5627,46.71
19/11/2019,51,8.94,28,50.53,29.87,20.19,31.02,43.75,69.5,19.58,0.9929,91.72,70.21,38.53,21.59,4.54,8.17,28.11,24.07,26.23,35.06,14.79,35.52,154.81,60.54,61.95,11.94,32.75,0.5087,47.21
20/11/2019,51.04,8.87,27.63,50.4,29.76,20.11,30.53,43.49,68.35,19.56,0.99,92.17,69.68,38.39,21.41,4.49,8.39,27.97,23.92,25.56,34.86,14.66,34.98,155,60.15,64.72,11.82,31.76,0.5262,46.49
21/11/2019,51.11,8.81,27.8,50.28,29.78,20.19,30.04,43.4,68.44,19.5,0.9865,92.18,69.21,38.46,21.4,4.75,8.26,27.92,23.89,25.02,34.94,14.69,34.84,153.03,60.23,65.61,11.71,32,0.5419,46.41
22/11/2019,50.2,8.69,27.62,51.6,30.1,19.58,30.58,42.83,69.3,19.59,1.0072,92.42,69.41,38.48,21.45,5.05,8.36,27.76,23.85,28.69,35.12,14.86,34.88,155.27,60.31,65.46,11.78,32.25,0.5583,46.7
25/11/2019,52.17,8.6,28,52.38,30.33,19.77,30.765,43.52,70.36,19.97,1.01,94.3,70.6,39.35,21.62,5.35,8.51,28.46,24.4,28.63,35.85,14.91,35.51,159.23,61.12,69.55,12.035,31.8,0.6275,47.68
26/11/2019,50.51,8.43,27.67,51.92,30.23,19.93,30.86,43.71,69.98,20.3,1.03,94.41,70.78,39.25,21.55,5.42,8.69,28.88,24.2,28.8,35.75,14.77,35.28,161.77,60.79,66.6,11.94,31.8,0.644,47.43
27/11/2019,49.82,8.33,28,52.1,30.29,20.15,30.67,43.91,69.96,20.22,1.0276,94.72,70.8,39.42,21.75,5.42,8.57,28.37,24.31,28.2,35.85,14.92,34.79,163.2,61.07,67.45,12.105,31.55,0.6475,47.64
29/11/2019,49.9,8.37,28.92,51.07,30.19,19.87,30.29,43.53,68.9,20.38,1.02,95.5,70.03,39.1,21.56,5.44,8.39,28.48,24.23,28.37,35.52,14.89,34.98,161.42,61.03,67.95,11.87,31.34,0.6839,47.22
02/12/2019,49.52,8.19,28.57,50.35,30.11,19.9,30.08,43.35,69.08,20.28,1.04,94.89,69.13,39,21.52,5.08,8.05,28.11,23.95,27.27,34.9,14.83,34.59,162.21,60.74,67.26,11.65,31.55,0.67,46.72
03/12/2019,49.5,7.95,28.74,49.75,29.49,19.65,29.08,42.9,68.84,19.91,1.01,95.29,68.16,38.66,21.29,5.12,7.88,27.95,23.71,26.91,34.75,14.65,34.35,161.37,60.2,66.21,11.36,31.55,0.6564,46.25
04/12/2019,50.3,8.15,28.95,49.52,29.67,19.63,29.26,42.95,69.15,20.02,1.01,96.1,68.57,39.06,21.45,4.97,8.01,27.86,23.79,27.17,34.97,14.85,34.6,163.22,60.52,67.53,11.44,31.16,0.645,46.93
05/12/2019,51.03,8.44,28.61,49.85,29.87,20.05,29.45,43.24,69.17,20.25,1.0313,94.46,69.4,39.41,21.69,5,8.08,28,24.18,27.18,34.79,14.89,34.5,162.9,60.81,67.5,10.99,32.47,0.65,47.02
06/12/2019,52.36,8.43,28.21,50.11,30.25,19.87,29.92,43.58,69.42,21.2,0.99,95.73,69.41,39.78,22.15,5,8.06,28.28,24.22,26.86,34.86,15.21,34.96,165.75,61.18,67.95,11.45,31.1,0.6422,47.59
09/12/2019,51.27,8.68,27.73,49.91,30.23,19.76,29.72,44.07,68.68,21.53,1.03,93.54,69.63,39.63,22.14,5.17,7.92,28,24.09,27.11,34.57,15.28,34.7,165.7,61.18,64.4,11.18,30.8,0.6691,47.48
10/12/2019,50.94,8.74,28.82,49.06,30.44,19.73,29.29,43.07,68.33,21.66,1,95.16,69.52,39.75,22.09,5.11,7.71,28.44,24.41,27.65,34.72,15.37,34.9,166.27,61.32,63.56,11.24,31.74,0.6826,47.85
11/12/2019,50.74,8.78,29.2,49.52,30.34,19.75,29.12,43.36,69.1,21.51,1.01,95.13,69.44,39.72,22.2,5.08,7.82,28.64,24.47,27.48,34.92,15.21,34.95,167.18,61.59,62.5,11.535,30.72,0.7248,47.79
12/12/2019,50.61,8.64,28.9,50.42,31.49,20.25,30.12,43.66,68.82,21.5,0.99,93.6,70,40.28,22.89,5.04,7.77,29.02,24.83,27.16,35.31,15.6,35.61,166.69,62.64,62.52,12.005,32.61,0.751,48.45
13/12/2019,51.18,8.63,28.51,49.95,30.97,20.19,29.54,43.3,68.49,21.65,1,93.46,69.21,40.27,22.79,5.03,7.76,29.4,24.74,26.46,35.48,15.35,35.51,166.31,62.55,63.5,12,32.75,0.7345,48.41
16/12/2019,50.5,8.63,29.1,50.82,30.92,20.11,29.84,43.45,68.69,21.35,0.995,93.89,68.7,40.53,23.12,5.08,7.6,29.86,24.98,26.09,35.4,15.34,35.99,167.94,63.72,64.81,12.44,32.75,0.7425,49.28
17/12/2019,50.73,8.63,28.71,51.23,31.31,19.83,30.89,43.38,68.15,21.62,1,94.06,68.8,40.8,23.49,5.15,7.55,30.27,25,26.76,35.9,15.33,35.78,164.29,64.05,69.2,12.65,32.67,0.7146,49.88
18/12/2019,51.17,8.52,29.01,50.94,31.2,19.74,30.56,42.62,68.36,21.47,1.02,95.58,69.05,40.92,23.25,5.09,7.84,29.99,25.13,28.46,35.64,15.3,35.81,164.06,64.01,69.49,12.71,32.84,0.7175,49.75
19/12/2019,50.02,8.61,29.3,51.07,31,19.73,30.4,43.45,69.06,21.85,1,95.47,69.15,41.08,23.24,5.05,7.62,30.2,25.21,27.71,36.04,15.16,35.85,172.68,64.06,67.12,12.8,34,0.7468,49.62
20/12/2019,49.71,8.54,28.4,50.72,31.15,19.81,30.29,43.54,66.66,21.78,1.03,96.46,69.16,41.01,23.19,5.05,7.65,30.59,25.2,27.61,36.19,15.15,35.79,177.99,63.89,68,12.63,34,0.78,49.94
23/12/2019,49.65,8.52,28.55,50.56,30.95,19.6,30.8,42.88,66.38,21.65,1.01,96.95,68.58,40.6,23.1,5.05,7.55,30.13,25.26,27.42,36.21,15.12,35.62,178.62,63.82,66.75,12.75,33.54,0.85,49.66
24/12/2019,49.5,8.5,28.9,51.08,30.96,19.69,30.74,42.8,66.53,21.71,0.99,96.88,69.09,40.67,23.22,5.12,7.73,30.38,25.36,28.11,36.21,15.15,35.5,179.31,63.9,67.21,12.78,33.54,0.8155,49.65
26/12/2019,49.75,8.51,28.83,51.53,31.12,19.78,30.37,43.06,66.27,21.72,1.03,96.87,69.3,40.4,23.15,5.09,7.84,29.91,25.15,27.42,36.25,15.18,35.36,179.78,63.75,67.97,12.84,33.54,0.8895,49.59
27/12/2019,50.19,8.28,29.13,51.67,30.9,19.51,29.83,42.98,66.58,21.8,0.9937,97.59,69.3,40.11,23.06,5.06,7.9,30.27,24.94,27.1,36.07,15.12,35.26,179.93,63.48,68.45,12.68,33.5,0.9771,49.58
30/12/2019,50.43,8.29,28.71,51.3,30.55,19.23,29.28,42.39,66.44,21.8,0.99,97.31,69.31,40.17,23.12,5.03,7.8,30.08,25.08,27.66,35.8,15.04,35.2,180.13,63.63,68.62,12.62,32.7,0.985,49.85
31/12/2019,49.81,7.99,28.79,51.29,30.74,19.69,29.29,42.75,66.72,22.13,0.99,95.94,69.95,39.91,23.06,5.07,7.88,30.23,25.08,28.04,36.11,15.08,35.25,179.79,63.32,73,12.62,32.53,0.9775,49.74
02/01/2020,50.97,7.9,29.29,52.49,31.02,20.19,29.23,42.02,67.12,22.46,1.01,97.01,69.69,39.86,22.96,5.15,8.02,30.34,24.81,27.57,36.3,14.99,34.97,183.33,63.2,69.7,12.78,33.5,1,49.62
03/01/2020,51,7.83,28.91,52.32,30.44,20.1,29.09,42.45,66.56,22.31,0.998,96.43,69.45,39.44,22.99,5.2,8,30.4,24.7,26.44,35.96,14.81,34.88,181.71,63.01,70.5,12.55,33.08,0.985,49.49
06/01/2020,51.7,7.84,29.19,52.52,30.19,20.08,29.08,39.11,67.29,21.92,1.0301,95.66,68.71,39.1,22.82,5.91,8.24,30.25,24.31,25.91,35.78,14.57,34.66,182.24,62.54,72.3,12.32,32.46,0.96,49.31
07/01/2020,51.6,8.04,28.69,52.225,29.85,19.61,29.15,38.1,67.735,21.7,1.02,93.71,68.28,39,22.56,5.64,8.17,29.96,23.78,25.44,35.62,14.41,34.52,182.65,61.95,72.45,12.53,32.46,0.8876,49.17
08/01/2020,51.14,8.14,29.05,53.19,29.92,19.41,29.09,38.03,67.93,21.85,1.03,94.08,69.04,39,22.75,5.54,8.29,30.07,24.04,25.26,35.6,14.53,34.58,183.07,62.16,73.09,12.66,32.46,0.7723,49.47
09/01/2020,51.36,8.285,29.2,52.72,30.25,19.12,28.86,38,66.2,21.82,1.04,96.46,69.17,38.79,22.77,5.22,8.48,30,23.89,25.2,35.18,14.56,34.66,189.35,61.9,73.2,12.64,33,0.78,49.58
10/01/2020,51.15,8.09,28.98,52.33,29.76,19.51,29.1,38.26,66.62,22,1.245,96.24,69.08,38.35,22.46,5.22,8.49,29.8,23.65,25.05,34.89,14.38,34.68,189.56,62.08,74.9,12.645,33,0.7775,49.51
13/01/2020,51.93,8.13,29.43,53.77,29.86,19.94,29.53,38.7,66.22,22.16,1.09,97.45,69.64,38.63,22.5,5.2,8.25,29.74,23.96,25.81,34.73,14.46,35,183.93,62.8,74.99,13.19,33.35,0.845,49.96
14/01/2020,51.86,8.31,29.02,54.51,29.74,20.56,29.61,38.25,67.47,22.03,1.1197,96.73,69.98,38.32,22.48,5.25,8.4,29.58,23.85,26.6,35.35,14.6,34.8,184.52,62.11,72.8,13.37,33.01,0.7981,49.91
15/01/2020,51.4,8.32,29.08,53.42,29.03,21.28,29.66,38.38,68.5,21.71,1.11,97.99,70.39,37.98,22.11,5.36,8.44,29.42,23.83,26.75,35.33,14.46,34.99,184.87,61.76,72,13.41,33.01,0.8,49.45
16/01/2020,52.03,8.8,29.15,55.04,29.39,21.09,30.44,39.26,69.38,21.94,1.0967,106.39,71.24,38.42,22.35,5.3,9,29.89,24.03,27.47,35.92,14.66,35.07,185.32,62.81,71.18,13.41,33.01,0.8206,50.15
17/01/2020,50.71,8.51,29.15,55.03,29.45,20.75,30.05,39.21,69.29,21.87,1.1126,107.93,71.19,38.39,22.3,5.25,9.15,29.82,23.88,26.82,35.82,14.71,34.86,183.45,62.42,72.5,13.55,32.15,0.8621,49.61
21/01/2020,50.48,8.55,29.49,54.555,29.02,20.88,28.4,39.21,69.61,21.76,1.14,105.66,70.34,37.79,21.57,5.24,10.29,29.78,23.75,26.97,35.72,14.61,34.46,183.63,61.74,71.6,13.45,32.71,0.86,48.4
22/01/2020,50.62,8.33,29.49,54.12,29.34,20.85,29.12,39.1,70.74,21.74,1.12,106.83,69.76,37.39,21.49,5.13,9.95,29.86,23.72,26.19,35.89,14.73,34.35,183.05,61.49,69.81,13.32,33,0.86,48.1
23/01/2020,50.46,8.36,29.27,54.41,29.36,20.72,29.835,38.89,71,21.7,1.1238,109,69.55,36.03,21.03,5.14,10.18,29.45,23.7,25.84,35.61,14.27,34.31,183.45,60.47,68.39,13.53,32.55,0.83,48.1
24/01/2020,50.13,8.47,29.15,54.15,28.84,20.5,29.02,38.1,71.2,21.78,1.11,103.86,68.47,36.48,20.88,5.12,10.24,29.76,23.44,25.73,35.36,13.72,34.01,183.51,58.91,67.13,13.465,32.55,0.8386,47.96
27/01/2020,49.5,8.43,29.16,53.52,28.5,20.6,27.43,37.36,70.79,21.48,1.06,106.48,67.6,35.92,20.27,5.05,10.24,29.45,23.27,25.98,35.48,13.49,33.93,185.57,58.62,66.41,12.83,31.58,0.846,47.26
28/01/2020,50.03,8.54,29.36,53.65,28.86,20.93,27.58,36.8,70.41,21.76,1.11,103.57,67.54,36.12,20.41,5.05,10.11,29.49,23.13,26.28,36.21,13.6,33.58,188.04,58.43,67.99,13.08,32.58,0.8639,50.48
29/01/2020,49.6,8.51,29.65,54.07,28.47,21,27.29,35.98,70.45,21.73,1.08,103.12,67.5,35.66,20.13,5.01,9.5,29.14,22.71,25.87,34.58,13.48,33.42,188.69,57.95,67.99,13.085,31.8,0.8844,50.23
30/01/2020,49,8.82,29.31,53.89,29.19,21.37,27.9,36.02,71.47,21.2,1.11,101.9,67.67,36.11,20.36,4.97,9.48,29.34,23.1,25.66,35.06,13.75,33.67,191.75,58.64,69.47,12.94,31.75,0.8436,50.01
31/01/2020,47.34,8.46,29.19,52.87,28.45,21.11,27.88,35.69,68.94,20.15,1.08,100.19,65.45,35.48,19.94,5.1,9.48,28.28,22.06,24.78,33.56,13.57,32.75,189.05,56.91,66.11,13.15,31.51,0.8197,48.91
03/02/2020,48.33,8.89,29.36,52.57,28.98,21.15,27.595,36.05,69.62,20.93,1.08,100.11,65.8,35.77,20.4,4.97,9.55,28.43,22.54,24.23,34.39,13.72,33.11,186.08,57.36,66.33,12.835,32.65,0.8031,49.36
04/02/2020,49,9.03,29.39,53.65,29.48,21.01,29.19,35.97,69.75,21.15,1.12,101.44,65.96,36.29,20.66,4.9,9.52,28.29,23.38,24.23,37.41,13.87,33.1,190.59,57.58,68.92,13.305,32.84,0.7995,49.82
05/02/2020,49.8,9.67,29.45,55.35,30.18,21.5,29.97,36.66,71.11,21.12,1.14,100.58,66.91,37.01,21.29,4.97,9.57,28.62,23.58,24.99,37.125,14.09,33.47,193.96,58.52,68.9,13.54,32.843,0.7649,50.77
06/02/2020,49.8,9.69,29.36,55.38,29.66,21.45,28.78,36.74,70.97,21,1.14,100.11,67.56,37.1,21.07,4.81,9.58,28.92,23.24,24.97,38,13.97,33.51,195.77,57.95,67.8,13.56,32.84,0.75,50.24
07/02/2020,49.15,9.38,29.14,59.69,29.49,21.54,28.34,36.79,69.97,20.28,1.12,98.49,63.77,36.97,20.84,4.82,9.56,28.79,22.98,23.8,36.2,13.96,33.27,193.11,57.27,67.4,13.21,32,0.7576,49.74
10/02/2020,49.7,9.35,29,56.675,29.4,19.89,28.26,37.32,70.18,20,1.1268,100.56,62.65,36.88,20.81,4.82,9.59,28.59,23.03,23.45,36.02,13.93,33.11,191.93,57.7,66.63,13.005,32.38,0.8239,49.88
11/02/2020,49.08,9.365,28.96,55.48,29.51,20.06,28.57,37.28,70.89,20.26,1.1692,101.21,62.14,37.25,21.03,4.83,9.68,28.28,23.23,23.86,36.44,14.03,33.04,197.58,57.91,66.5,13.405,32.59,0.7992,49.84
12/02/2020,49.4,9.31,29.04,56.24,29.64,20.21,29.12,36.9,71.86,20.58,1.14,101,62.96,37.32,21.15,4.88,9.8,28.35,23.23,24.33,37.15,14.05,33.16,194.45,57.62,66.45,13.71,32.59,0.7982,50.82
13/02/2020,49.8,9.32,28.99,56.97,29.83,20.46,28.51,37.39,71.51,20.86,1.135,103.23,63.53,37.39,21.29,4.86,9.92,28.5,23.37,23.93,37.19,14.15,33.33,193,57.81,67.82,13.64,32.59,0.785,50.78
14/02/2020,49.9,9.29,28.99,55.51,29.6,20.27,27.96,37.62,72.13,20.51,1.14,103.07,62.77,36.85,21.02,4.85,9.86,28.36,23.27,23.37,38.14,14.08,32.72,192.37,57.34,68,13.58,32.59,0.8124,50.58
18/02/2020,49.9,9.33,28.74,55.505,29.24,20.38,27.04,37.33,72.99,20.6,1.13,102.97,63.41,36.51,20.64,4.85,9.82,28.02,23.17,23.49,37.87,13.91,32.6,193.06,57.02,67.43,13.21,32.45,0.7904,50.28
19/02/2020,50.02,9.4,28.8,55.48,29.64,20.2,26.7,37.31,73.71,20.56,1.11,103.18,64.71,36.56,20.68,4.88,9.85,28.02,23.13,24.02,37.53,14.03,32.52,194.5,56.85,67.5,13.335,32.75,0.8197,50.92
20/02/2020,50.27,10.21,28.97,55.73,29.83,20.33,26.79,37.78,68.92,20.85,1.07,102.8,65.54,36.66,20.79,4.87,9.91,28.09,23,23.57,37.69,14.14,32.57,192.26,57.3,67.46,13.82,32.4,0.8576,51.52
21/02/2020,49.86,10.02,28.54,55.01,29.4,20.4,26.81,37.59,67.54,21.07,1.09,100.97,65.42,36.66,20.65,4.81,9.84,27.96,22.9,23.09,38.2,13.91,32.68,188.63,56.85,68,13.24,32.84,0.88,50.93
24/02/2020,49.19,10.27,28,52.91,28.31,20.12,25.36,37.31,64.93,20.1,1.04,94.91,63.71,35.84,20.25,4.71,9.71,27.33,22.76,22.92,37.26,13.5,31.9,183.57,55.54,65.01,12.74,32.75,0.858,49.38
25/02/2020,49.19,9.41,28.21,50.29,27.07,19.95,24.19,36.12,63.13,19.87,1.05,99.77,61.58,34.86,19.5,4.58,9.57,27.45,22.22,21.43,36.46,12.83,31.02,176.78,54.96,64.8,12.34,32.75,0.8175,48.02
26/02/2020,48.14,8.91,28.34,48.3,26.65,20,23.265,36.2,63.18,19.68,1.0333,99.69,60.65,34.35,19.31,4.55,9.63,27.3,22.21,20.3,36.69,12.7,30.94,179.64,55.06,64.01,11.97,32.06,0.8079,47.69
27/02/2020,45.62,8.26,28.23,46.33,25.19,20.4,22.07,36.02,62.52,19.47,1.02,97.54,60.21,33.26,18.79,4.46,9.46,26.55,21.21,20.02,35.04,12.35,29.41,177.34,53.21,62.01,11.39,31.01,0.8333,45.48
28/02/2020,45.23,8.43,27.05,46.23,24.4,19.98,20.88,34.89,60.94,18.32,1,95.47,59.01,32.1,18.15,4.45,9.41,25.5,20.71,19.52,34.64,12.27,28.17,164.6,51.31,61.5,11.11,29.62,0.815,42.85
02/03/2020,45.89,8.72,27.98,48.78,25.72,19.79,19.97,36.39,62.92,18.59,1.01,93.93,61.47,33.52,18.93,4.345,9.4,26.46,21.51,19.71,35.96,12.94,29.46,171.25,52.89,64.67,11.715,29.36,0.8491,45.28
03/03/2020,44.78,7.9,27.59,47.85,24.44,19.4,19.15,35.91,60.56,18.2,1,95.66,58.86,32.21,18.32,4.41,9.37,25.74,21.05,19.53,36.72,12.58,28.57,170.27,51.55,64,11.37,29.7,0.8675,43.63
04/03/2020,46.3,7.61,27.69,49.63,25.17,19.22,19,37.27,61.63,18.19,1.03,97.18,59.38,32.28,18.52,4.45,9.48,26.39,21.13,20.11,38.49,12.65,28.64,174.96,51.81,65.4,11.63,29.16,0.9,44.17
05/03/2020,45.8,7.34,27.2,46.74,23.68,18.4258,16.82,37.23,59.25,17.56,0.9902,95.37,57,30.68,17.76,4.22,8.98,25.68,20.1,18.73,37.22,11.78,27.54,160.56,49.95,62.71,11,28,0.85,42.24
06/03/2020,44.65,7.34,27,45.77,22.2,18.22,17.62,37.27,57.69,17.68,0.995,92.98,56.44,29.7,16.99,4.08,8.8,25.33,19.38,19.02,36.39,11.12,27.18,153.44,49.6,60.76,10.69,27.5,0.84,40.9
09/03/2020,41.58,7.02,26.33,41.78,18.3,17.13,16.85,36.43,54.51,14.83,0.99,83.86,50.12,26.31,14.58,3.8,8.23,23.93,17.27,18.48,35.52,9.45,24.52,144.78,44.64,59.93,9.41,26.3,0.818,34.92
10/03/2020,41.84,6.62,26.68,43.18,19.26,16.98,17.46,36.57,57.87,15.24,1.015,85.85,51.66,27.38,15.43,3.82,8.5,23.08,17.8,19.63,36.04,9.97,25.28,146.5,44.67,62.78,10.2,25.4,0.8299,36.04
11/03/2020,40.05,6.16,24.2,41.25,17.66,15.2,15.74,34.55,57.68,15,0.9901,81.83,50.4,25.7,14.67,3.74,8.17,22.7,16.75,16.42,34.83,9.13,23.5,136.54,42.6,61.66,9.38,25,0.8065,33.65
12/03/2020,36.83,5.6,17.06,40.165,15.9,13.69,12.26,30.95,55.06,13.51,0.9951,70.36,47.9,23.63,13.48,3.79,7.35,18.36,15.27,15.27,33.03,8.38,21.47,119.88,39.14,60.99,8.06,25,0.7399,30.34
13/03/2020,37.88,5.55,20.69,40.92,17.63,13.87,14.13,35.62,56.71,14.63,0.99,81.74,51.13,24.94,14.7,3.84,7.61,19.86,15.89,14.53,33.99,9.5,23.03,136.27,41.98,62.49,8.15,24.4,0.745,34.46
16/03/2020,31,4.85,25.01,37.25,13.79,11.21,13.16,37.39,51.65,11.61,1.03,70.19,46.92,22.89,13.37,3.66,5.46,18.22,14.34,12.26,32.24,8.43,21.06,113.87,36.88,54.71,6.56,21.46,0.72,28.69
17/03/2020,34.47,5.35,25.15,41.77,13.95,12.01,12.19,41.43,54.61,12.32,1.03,69.73,48.41,25.06,14.19,3.37,5.7,24.05,16.24,12.2,33.28,8.37,24.12,117,40.13,57.34,6.58,23.06,0.6701,32.57
18/03/2020,33.4,5.16,22.23,41.87,11.67,11.25,8.96,37.92,50.74,12.08,0.9049,52.76,41.28,19.31,13.88,3.08,4.86,20.7,12.7,8.58,31.3,7.72,20.05,108.54,35.64,54.03,5.88,20.92,0.6444,31.85
19/03/2020,34.89,6.35,24.01,44.51,13.07,11.54,8.63,37.72,49.81,12.8,0.9789,56.17,40.65,21.48,13.87,3.1,5.07,23.7,14.33,9.75,29.6,7.68,21.32,113.33,36.39,58.3,7.25,23.15,0.649,32.76
20/03/2020,35.06,6.44,26,42.76,12.91,12.2,8.65,40.05,45.01,12.75,0.9892,59.78,43.19,20.93,13.04,3.52,5.47,19.61,13.52,9.85,27.58,7.62,20.42,111.6,33.92,50.31,6.66,23.19,0.58,28.05
23/03/2020,38.47,6.36,23,44.16,12.16,12.26,8.77,39,43.18,12.6,1.01,58.54,43.92,20.59,11.71,3.245,5.31,18.66,13.74,7.94,26.34,7,19.93,111.84,34.12,49.49,6.67,24.92,0.5879,26.35
24/03/2020,43.3,6.9,22.75,44.05,14.41,12.89,10.21,39.01,46.98,12.68,1.08,60.7,49.35,21.78,12.75,3.31,6.12,20,14.88,10.42,27.67,7.43,22.17,130.63,36.7,56.28,7.66,24.92,0.6196,28.31
25/03/2020,40.68,6.96,24.94,42.7,14.82,13.72,12.72,39.08,50.03,12.41,1.04,59.4,48.04,20.52,12.81,3.1,6.91,19.99,14.36,10.48,28.37,7.64,22.11,138.79,35.65,57.55,8.41,23,0.62,28.06
26/03/2020,44.99,8.11,26.31,45.05,17.32,14.14,12.6,40.22,53.56,13.3,1.0676,58.29,51.97,22.11,13.7,3.26,7.34,21,16.13,10.98,30.16,8.5,23.32,145.08,38.44,59.95,8.87,24,0.63,31.12
27/03/2020,38.97,8.03,23.3,42.59,17.15,14.4,11.07,42.42,50,12.9,1.1,53.41,49.47,21.08,13.47,3.1,7.34,19.75,16.05,10.55,30.18,8.3,22.2,141.65,36.46,55.84,8.05,24,0.65,29.72
30/03/2020,43,9.16,24.25,43.82,15.87,14.12,10.6,42.44,52.09,13.49,1.06,56.53,51.69,22.39,13.68,3.01,7.43,20.69,16.76,10.6,31.19,8.38,23.44,144.39,39.18,59.94,8.4,24,0.64,30.11
31/03/2020,43,8.88,23.36,45.47,14.85,14.62,10.44,43.98,50.52,13.25,1.11,55.3,50.65,23.08,13.24,3,7.09,22,17.35,10.94,30.06,8.21,23.74,144.03,40.4,59.9,8.375,23.47,0.6897,30.2
01/04/2020,38.48,8.47,22.4,44.24,13.46,14.18,9.84,41.45,48.57,11.72,1.1,52.17,46.75,21.67,12.85,2.95,7.15,20.59,15.77,10.12,28.78,7.45,21.31,127.98,36.98,47.48,7.86,23.47,0.65,28.37
02/04/2020,41.11,9.73,23.19,43.9,14.28,14.94,9.55,39.48,48.44,12.59,1.11,59.81,47.83,21.68,13.19,2.89,7.33,21.39,15.43,9.82,29.19,7.37,21.75,126.56,37.93,54.92,7.93,23.45,0.64,29.51
03/04/2020,38.33,8.63,23.12,43.55,13.44,14.44,9.54,40.49,46.35,12.07,1.08,54.23,46.5,20.94,12.56,2.81,7.25,20.22,14.35,9.71,29.41,6.83,21.52,126.78,36.42,53.65,7.52,23.45,0.69,27.33
