Date,FRPH,GAIA,GCBC,HUBG,FITB,FONR,HA,CALM,HSIC,FCCY,FORD,HSKA,FWRD,FBNC,FMBI,GIFI,GILT,FNLC,FLIC,HIBB,EBAY,HBAN,FMBH,HELE,GSBC,FCAP,FLEX,EMCF,HDSN,HTLF
01/11/1999,23.25,6.875,9.62,18.5,73.56,0.84,2.313,3.875,12.38,18,2.688,1.75,27.5,20,40.63,9.938,57.5,18,33.13,15.94,137,29.63,35,9.063,22.06,11.38,70.75,15,2.5,19
02/11/1999,23.25,6.625,9.5,16.5,71,0.81,2.188,3.875,12.19,18,2.938,1.625,28.06,20,40.63,10.25,55.94,18.25,33.13,15.88,131.3,29.56,35,9.344,22.06,11.38,68.88,15,2.438,19.25
03/11/1999,23.25,6.625,9,17,70.06,0.78,2.25,3.781,13.38,18,2.688,1.813,29.25,19.5,41.06,10.44,59.63,18.25,33,16.06,127.1,29.63,35,9.094,22.06,11.38,70.13,15,2.375,19
04/11/1999,23.87,6.563,9,17,71.38,0.81,2.188,3.75,14,18,2.875,1.625,29.06,19,41,10.44,59.25,18.25,33.25,16,130,29.75,35,9.063,22.06,11.38,70.75,15,2.25,19
05/11/1999,23.87,6.563,9,14.69,72.19,0.84,2.063,3.563,14,18,2.938,1.875,28.88,19,41.19,10,63,18.5,33.25,15.5,133.3,30.5,35,9.25,22,11.38,74.81,15,2.188,19
08/11/1999,24.25,6.563,9,15,72.09,0.87,2.125,3.5,13,18,2.75,1.75,29.31,19,41.13,10.06,63.25,18.5,33.13,15.19,137,29.38,35,9.5,22,11.38,74.13,15.75,2.188,19
09/11/1999,24.25,6.5,9.12,15.75,70.13,0.97,2.063,3.688,13.63,18,2.875,1.75,30,19,41.5,10.13,60,18.5,33.25,15,134.9,29.44,35,9.438,21.5,11.38,75.75,15.75,2.125,19.25
10/11/1999,23.75,6.5,9.12,15.62,70.81,1,2.125,3.625,13.06,18,3.094,1.688,29.63,19,41.5,9.75,59.88,18.5,33.25,14.25,133.3,29.19,35.5,9.875,21.5,11.38,80,15.75,2.125,19.25
11/11/1999,22.5,6.625,9.12,15.62,69.69,1,2.188,3.75,12.69,18,3.063,1.875,29.25,19,41.63,9.563,63,18.5,33.25,14.19,133.1,29.19,35.5,9.969,21.5,11.38,78.06,15.12,2.125,18.87
12/11/1999,22,6.5,9.12,15.75,71.94,0.97,2.188,3.75,12.86,18,3.063,1.813,29.5,19,41.44,9.625,64.81,18.5,33.25,14.13,136.9,29.75,35.5,10.25,21.5,11.38,78.31,15.5,2.375,18.87
15/11/1999,21.75,6.438,9,16.12,73.88,1,2.375,3.813,13.06,18,3,1.875,30.13,19,42.25,10.13,72.31,18,32,13.63,140.7,29.31,35.5,10.31,21.75,11.38,78.25,15.5,2,18.87
16/11/1999,22.5,6.5,9,16.62,74.94,0.94,2.5,4,14.06,18,3,1.75,31.13,18.88,42.25,10.5,85.94,18,32.38,13.81,146.3,29.56,35.5,10.5,21.75,11.38,80.19,15.5,2.25,19
17/11/1999,21.88,6.5,9,17.5,73.75,0.97,2.438,3.844,14.56,18,3,2,33.75,19.25,42.5,11.5,82.25,18,32.25,13.75,141.1,29.56,35.5,10.56,21.75,11.38,79.38,15.5,2.313,19
18/11/1999,22,6.5,9.12,17.62,73.31,1,2.438,3.875,13.81,18,2.875,2.438,34.13,19.25,43.81,11.5,79.88,18,32.25,13.13,152.3,29.63,35.5,10.5,21.63,11.38,83,15.12,2.313,19
19/11/1999,24.94,7.063,9.12,17,73.31,1.25,2.5,3.813,14.06,18,2.625,2.5,33.44,18.25,43.31,10.75,83.38,17.75,32.25,15.25,145.9,29.19,35.5,10.13,21.5,11.38,81.25,15.12,2.063,19
22/11/1999,24.94,7.25,9.5,16.25,71.25,3,2.438,3.938,13.81,17.5,2.75,2.813,33.63,18.88,41.75,10.38,84.13,17.5,32.25,14.56,154.3,28.5,35.5,10.25,21.5,11.25,79.56,15.12,2.156,19
23/11/1999,23,8.5,9.5,17.25,70.13,2.5,2.375,3.688,13.19,17.5,2.969,2.75,32.56,18.25,41.38,9.625,81.5,17.5,32.25,14.75,167.3,27.88,35,10,21.63,11.25,85.38,15.12,1.875,19
24/11/1999,22.25,9.875,9.5,17.25,69.5,2.12,2.313,3.375,13.25,18,2.969,2.375,33,18,41.69,9.875,80.75,17.5,32.25,13.75,179.5,27.69,35,9.938,21.5,11.25,84.81,15.12,2,19
26/11/1999,22.25,10.88,9.5,17.38,69.19,2.5,2.25,3.406,13.56,18,2.875,2.5,33.06,18,41.5,10,84.63,17.5,32.25,13.75,177.2,27.5,35,10.88,21.5,11.38,84.56,15.12,1.938,19
29/11/1999,22.25,15.63,9.5,18.25,68.25,2.31,2.188,3.375,13.19,18,3,2.188,31.38,17.75,41.63,9.5,80.25,17.25,33,13.38,169.6,27,35,10.56,21.5,11.38,85.13,15.12,1.938,19
30/11/1999,22.25,14,9.25,17.38,70,2.03,2.188,3.438,12.81,18,2.938,2.063,31.13,17.88,42,9.25,76.94,17.25,32,13,165.1,27.69,35,10.56,21.5,11.5,82.94,15.12,1.938,19
01/12/1999,23.94,13.13,9.25,17.38,67.75,1.75,2.063,3.5,12.81,18,2.938,2.063,31.38,19,43,9.313,79.13,17.25,32,12.81,160,27.19,35,10.06,21.5,11.5,83.31,15.12,1.688,19
02/12/1999,23.06,13.75,9.25,17.62,68.63,2.09,2.188,3.328,12.75,18,2.625,2.5,30.13,18.25,43.13,9.281,81.5,17.25,31.81,12.75,167.1,26.94,35,9.813,21.5,11.5,88,15.75,2,19
03/12/1999,23.06,14,9.25,17.94,71.75,2.22,2.125,3.188,12.69,18,2.875,2.375,32.25,18.25,43.38,8.75,86.31,17.25,31.63,14.13,178.8,28.31,35,9.375,21.72,11.5,88.44,15.12,1.875,19
06/12/1999,23.06,14,9.12,18.5,69.19,2.06,2.188,3.125,12.44,18,2.625,2.375,33,17,42.94,8.438,94,17.5,30.75,15.19,176.5,26.72,35,9.625,21.63,11.5,89.63,15.87,1.75,19
07/12/1999,23.06,15,9.12,20,67.19,2,2.125,3.063,12.13,18,2.75,2.25,34.88,18,41.38,8.344,97.5,17.5,30.38,16.94,163.8,25.5,35,9.563,21.75,11.5,89.88,15.88,1.688,18.87
08/12/1999,23.06,15.5,9.12,19.62,65.31,2.12,2.125,3.25,11.88,18,2.906,2.25,34.63,18,40.06,8.438,100.25,17.5,30.38,16.5,162.4,25.06,34.5,9.563,21.69,11.5,90.38,15.88,1.75,18.87
09/12/1999,23.06,17,9.12,18,65.84,2.03,2,3.031,12.06,18,3.188,2.5,33.5,18.5,38.88,8.375,104.5,17.5,30.5,16.94,160.6,24,34.5,9.25,21.75,11.5,88.63,15.87,1.875,18.87
10/12/1999,23,16.88,9.12,19,64.63,2,2.063,3,11.88,18,3.25,2.375,33.25,19,38.38,8.438,108.75,17.44,30.38,16.5,164.4,24.69,34.5,9.563,21.75,11.5,90,15.88,1.625,18.5
13/12/1999,24.94,16.88,9.12,17,65.81,1.91,2.125,2.813,11.88,17.81,3.375,2.375,33.75,17.75,39,8.313,109.5,16.81,30.56,16.44,162.1,24.06,34.5,9.313,21.81,11.31,92.38,15.88,1.625,18.75
14/12/1999,23.12,17,9.12,18.25,66.31,1.75,2.188,2.938,11.69,17.81,3.125,2.438,35.38,17.75,39.25,8.094,102.75,16.81,30.38,15.88,150.6,23.56,34.5,9.5,21.81,11.13,85,15.88,1.75,18.25
15/12/1999,23.06,16.5,9.12,16.62,65.38,1.75,2.25,3,11.81,17.81,2.875,2.375,37.13,17,39.13,8.063,104.13,16.25,30.63,16.5,145.9,23.75,34.5,9.188,21.88,11,82.38,15.88,1.75,18.25
16/12/1999,23.06,16.5,9.12,18.5,65.19,2.03,2.25,3,11.63,17.86,3.063,2.938,39.13,17.5,39.13,8.125,104,17,30.38,15.88,149,23.19,34.5,9.125,22,11,87.25,15.88,1.938,18.25
17/12/1999,23.31,16.5,9.12,18.12,65.94,1.87,2.31,3.063,11,17.86,3.063,2.688,38.13,15.75,39.06,8.313,104.06,17,30.38,16.75,150.4,22.88,33.5,9.031,22.38,11,88.13,15.12,1.75,17.5
20/12/1999,23,16,8.88,18.75,67.75,1.84,2.25,3,11.06,17.86,3,2.375,39.25,16.75,39.75,9.125,109,16.75,30.38,17.31,149.1,21.44,33.5,7.281,22.5,11,86.19,15.12,1.625,17.5
21/12/1999,23,16,8.88,16,70.44,1.94,2.25,2.875,10.88,17.86,2.906,2.5,39.5,16.75,25.88,8.875,110,16.75,30.38,17,144.4,22.88,35,7.25,22.5,11,85.88,15.12,1.625,17.5
22/12/1999,23,15.88,8.69,17,71.13,1.81,2.25,2.875,11,17.86,2.813,2.5,37.75,16.25,26,9,108.75,16.75,30.38,17,148.5,22.75,35,7.625,22.13,11,86.63,15.12,1.688,17.5
23/12/1999,24.94,16,8.69,16.12,72.56,1.84,2.188,2.875,10.81,17.5,2.813,2.438,38.06,15.5,25.13,9.625,119,16.75,29.94,17.38,142.3,22.81,35,7.75,22,11,42.56,16,1.5,17.5
27/12/1999,24.94,15.75,8.69,17.38,72.75,1.81,2.188,2.688,12,18,3.031,2.375,39.5,15.63,25.09,9.5,117.75,16.75,30.13,17,134,23.06,35,7.438,22.25,11,42.13,15.12,1.563,16
28/12/1999,25.75,15.5,8.69,19,71.63,1.75,2.063,2.656,13.06,17.75,2.75,2.438,41.25,16.25,25.75,9.438,115.5,16.25,29,18,139.9,23.13,35,7.25,22,11,43.19,15.12,1.5,16
29/12/1999,25.75,15.5,8.69,20,72.75,1.64,2.063,2.688,13.5,17.75,2.875,2.5,43,16.75,25.25,9.188,121.25,16.31,29.5,17.38,143.6,23.56,35,7.594,22,11,46.19,15.12,1.375,17.87
30/12/1999,23.38,15.5,8.69,19.5,73.66,1.62,2,3.188,13,17.75,3.063,2.313,42,16.25,26.13,9,117.38,16.75,29.5,16.69,134.9,23.63,35,7.438,22,12.25,45.13,15.37,1.375,17.5
31/12/1999,23.5,15.88,8.69,20,73.38,1.69,2.125,3.563,13.31,18.25,3.25,2.25,43.38,16.5,26.5,9.375,118.75,16.25,29.38,17,125.2,23.88,34,7.25,22,12,45.94,15.12,1.5,17.5
03/01/2000,26.87,15.63,8.69,20.5,69.87,1.87,2.12,3.625,12.62,18.25,3.063,2.75,42.63,16.5,25.37,9.5,126.25,16.45,29.5,17,141.3,22.44,34.12,7.25,22.12,12,45.94,15.12,1.5,17.5
04/01/2000,26.12,15.5,8.81,18.5,66.94,1.84,2.063,3.438,12,18.25,3.063,2.375,44,16.5,24.66,8.938,117.75,16.45,29.38,15.63,127.3,21.75,34.12,7.188,22,11.5,41.06,15.25,2,17.62
05/01/2000,25.37,15.56,8.69,18.69,66.44,1.81,2.063,3.5,12.81,18.25,2.938,2.625,44.13,16.5,24.81,8.625,114.63,16,29.38,15.88,135,21.5,34.12,7.25,22.13,11.5,40.75,15.75,2.5,18.5
06/01/2000,25,16,8.69,18.38,68.25,1.84,2,3.563,12.69,18.25,2.75,2.75,46,16,24.75,8.75,107.13,15.75,29.75,16,134.9,21.94,34.12,7.125,21.63,11.5,40.81,15.75,2.375,18.5
07/01/2000,23.25,15.5,8.69,18.12,67.81,1.84,2.063,3.56,13.13,18.25,2.875,2.5,45.88,16,24.81,9.125,103.5,15.75,29.63,17.81,134.8,22.13,34.12,7.063,22.25,11.5,42.5,15.75,2.125,18.5
10/01/2000,23.06,15.5,8.94,18.12,66.03,1.84,2.063,3.563,13.94,18.25,2.875,2.563,45.88,16,24.19,9.125,110.88,15.75,29.75,17.19,142.3,21.19,34.12,7.063,22.12,11.5,45.81,15.12,2.125,18.5
11/01/2000,23.5,15.75,8.94,17.38,64.06,1.75,2.063,3.5,13.63,18.25,2.75,2.625,43.44,16.38,24.06,9.25,113.44,15.75,29.75,17.13,139.2,21.31,34.12,7.188,21.81,11.5,46,15.62,2.125,18.5
12/01/2000,23.5,15.75,8.94,17.38,63.69,1.75,2.063,3.5,14,18.25,2.625,2.875,43.56,16.38,23.38,9.375,111.75,16,29.75,17.06,130.4,21.31,34.12,7.188,21.88,11.5,44.13,15.62,2.188,18.5
13/01/2000,24,15.75,8.5,17.38,65.5,1.69,2,3.5,15.94,18,2.75,3.688,43.63,15.88,23.75,11,112.06,16,29.81,17.88,137.8,21.56,32.75,7.125,21.88,11.5,43.75,15.62,2.25,18.5
14/01/2000,24.75,15.75,8.5,17.75,66.38,1.87,2,3.531,15.38,18,2.813,3.375,44.13,15.69,25.25,10.81,115.88,16,29.81,17.13,133.8,21.94,32.75,7.125,21.81,11,46.38,15.62,2.438,18.5
18/01/2000,25.88,15.75,8.5,17.25,65,1.81,2,3.5,15.56,18,2.5,4,43.75,15.69,24.81,11.5,123.25,16,29.94,17.13,139.5,21.19,32.75,7.375,21.69,11,44.75,15.62,2.125,18.5
19/01/2000,25.88,15.75,8.5,17.5,61.81,1.81,2.063,3.563,14.38,17.75,2.625,3.344,42,15.81,24.25,11.75,123,16,29.94,17.5,143.8,21.25,32.75,8,21.63,11,45,15.62,2.25,18.5
20/01/2000,24,15.75,8.5,18.75,60,1.84,2.063,3.5,14.88,17.75,3.125,3.188,38,16,24.5,11.38,127.63,16.25,29.94,17.88,154.9,20.88,32.75,8.813,21.75,11,46.75,15.62,2.063,18.5
21/01/2000,24,15.75,8.5,18.38,60.13,1.97,2,3.5,14.56,17.75,3,3.125,38.5,15.63,24.5,11.63,126.5,16,29.94,18.25,150.5,20.5,32.75,9.031,21.81,11,54.88,15.62,2,16.87
24/01/2000,24,15.5,8.38,18.5,57.72,2.28,1.938,3.25,15,17.5,3.375,3,39.31,17,24.06,11.31,127,15.75,29.94,19.28,136.4,20.16,32.75,9.125,21.81,11,57.94,15.62,2.063,16.88
25/01/2000,25.88,15.5,8.62,17.88,60.56,2.5,1.938,3.438,14.06,18.25,3.531,3,39,16.63,24,11.25,118.5,15.75,30,18.25,137.5,20.5,33.25,9.25,21.63,11,56.5,15.62,1.938,16.88
26/01/2000,25.88,15.5,8.75,18.12,63.19,3,2,3.188,13.5,18.25,3.875,3.063,42.81,16.31,23.5,10.94,121.19,15.75,30,18,153.6,20.75,34.13,9.125,21.81,11,55.31,15.12,1.938,16.88
27/01/2000,25.88,15,8.75,18.5,63.94,2.81,1.938,3.188,13.5,18.25,4,2.938,42.56,16.81,23.5,10.88,116.88,15.75,30,18.25,153.9,20.56,34.12,8.188,21.63,11,51.88,15.12,2,16.87
28/01/2000,23.56,15,8.75,17.75,62.94,2.69,1.875,3.25,13.13,18.25,3.75,3,40.5,16.88,23.63,10,107.38,15.75,30.25,18.31,147.6,19.69,34.13,7.938,21.5,11,51,15.12,2.063,16.88
31/01/2000,23.56,15,8.38,17.5,66.38,2.62,1.938,3.188,13.19,18.25,3.688,3,26.94,16.13,23.78,10.13,106.75,15.5,30.25,16.94,150.1,21.56,34.12,8,21.5,11.5,49.69,15.12,2.063,16.88
01/02/2000,23.56,15,8.38,17.5,64.44,2.69,1.938,3.375,13.38,18.25,3.688,2.813,26.25,16.63,24.25,10.5,105.44,15.5,30.13,17.5,150.9,21.25,34.12,7.797,21.5,11,50.06,15.12,2,16.62
02/02/2000,23.56,15.13,8.75,17.5,62.5,2.44,1.938,3.438,13.38,18.25,3.75,3.063,26.5,16.25,24.38,10.44,111.38,15.5,30.13,17.5,151,21.13,32.5,7.75,21.5,11,51.81,15.12,2,17
03/02/2000,23.56,15,8.75,18.12,65.44,2.44,1.938,3.656,13.25,18.25,3.625,3.031,30.13,16.25,24.38,10.19,118.69,15.5,30.13,18,165,21.94,32.5,7.625,22,11,57.63,15.5,1.75,16.62
04/02/2000,24.38,15,8.75,17.88,62.25,2.53,2,3.625,13.31,18.25,3.563,3.063,28.63,17.25,24.63,9.406,121.88,15.5,30.13,17.38,168.1,21.25,32.5,7.625,22,11,56.27,15.5,1.875,16.62
07/02/2000,24.38,15.25,8.75,19,61.88,2.62,2,3.938,13.31,18.25,3.625,2.875,30.63,17.25,24.69,9.406,123.38,15.5,30.13,17.63,169.6,20.88,32.5,7.313,22,11,56.25,15.12,1.75,16.62
08/02/2000,25.12,14.88,8.75,18.94,61.94,2.5,2,3.922,13.31,18.25,3.5,2.594,31.25,16.75,24.88,9.625,128.13,15.41,30.13,16.88,169.8,20.44,32.88,7.188,21.88,11,57.63,15.12,1.875,16.62
09/02/2000,25.12,14.5,8.5,19.12,60.56,2.62,2,4,13,18.25,3.25,3,29.75,16.38,24.63,9.594,136.5,15.41,30.13,16.13,164,20.75,32.87,7.563,21.88,11,60.5,15.12,1.875,16.62
10/02/2000,24.5,15,8.5,18.88,60.25,2.47,1.875,3.969,13.5,18.25,3,2.938,29,16,24,9.813,145.5,15.41,30.38,16.19,162.4,21.44,32.87,7.875,21.5,11,58.13,15.12,1.75,16.5
11/02/2000,24.75,14.75,8.5,17.97,60.03,2.56,1.875,4,12.5,18.25,3.063,3,28.13,16.38,22.75,10.5,160.13,15.41,30.44,16,153.4,21.38,33,7.688,21.75,11,55.94,15,2.25,16.5
14/02/2000,25,14.88,8.5,18.62,58,2.44,1.938,4,13.75,18.25,3.438,3.063,26.5,16.25,22.44,10.5,148.63,15.63,30.44,16.13,154.1,21.11,33,7.656,21.56,11,55.5,15,2.375,16.5
15/02/2000,25.25,14.75,8.5,17.38,58.75,2.37,1.938,4.125,13.63,18.25,3.563,3.5,24.06,16.38,22.56,10.31,140,15.62,30.44,15.88,148.5,21.56,33,7.313,21.63,11,54,15,2.125,16.5
16/02/2000,24.5,15.25,7.88,17.84,59.22,2.47,1.875,4.188,13.13,17,3.5,3.625,23.25,16.38,23.13,10.31,149.25,15.63,30.75,16,140.7,21.19,33,7.375,21.56,11,55.06,15,2,16.5
17/02/2000,25,15.5,7.88,17.69,57.38,2.62,1.875,4.313,13.38,17,3.75,3.75,22.88,16.38,23.81,10.13,159,15.38,30.75,16.63,145.3,21.13,33,7.406,21.38,11,53.44,15.25,2,16.5
18/02/2000,25,15.13,7.88,17.75,55.44,2.59,1.938,4.25,13,17,3.5,3.938,20,15.5,23.13,10.31,172,15.63,30.75,15.75,137.3,20.63,33,7.313,20.38,11,52.94,15.25,1.875,16.37
22/02/2000,25,15.88,7.88,17.5,54.44,2.5,1.875,4.25,13.5,17,3.375,3.75,21.5,15.5,23.13,9.75,160,15.25,30.75,16.63,134.5,20.91,33,7.375,21.88,11,57.5,15,1.875,16.38
23/02/2000,24.31,16,7.75,17.88,52.88,2.47,1.938,4.25,14.63,17,3.219,3.688,23.69,15.75,23.5,9.219,168.25,15.25,30.63,15.81,154.9,20.81,33,7.281,21.63,11,62.38,15.5,1.906,17.75
24/02/2000,24.31,16,7.75,18,52.44,2.44,1.875,4.25,14.94,17.75,3.5,3.25,24,15.5,23.5,9.75,162,15.25,30.81,16.13,164,21,32,7.125,21,11,61.27,15.5,1.781,17.75
25/02/2000,24.31,16.25,7.75,17.25,50.13,2.59,1.875,4.188,14.94,17,3.5,3.25,23.06,16.25,23.88,9.25,159.88,15.25,30.81,15.63,150.8,20.75,32,7.063,21,11,61.31,15.5,1.875,17
28/02/2000,24.31,16.5,7.75,17.12,52.75,2.56,1.813,4,16.63,17,3.75,3.375,23,16.25,24.94,10.13,160.5,15.63,30.81,15.63,145.1,21.25,32,7.094,21.06,11,62.25,15.5,1.75,17
29/02/2000,24.31,16.88,7.75,17.88,52.06,2.75,1.875,4,18.75,17,3.625,3.625,23,16,24.94,10.25,149.94,15.25,30.81,15.94,143.4,20.88,32,7,21.25,10.88,60.88,15,1.75,17
01/03/2000,24.31,18.25,7.75,17.12,50.06,2.69,1.875,3.938,18.19,17,3.875,3.375,23.94,15.25,25,10.88,148.38,15.63,30.81,15.5,149.3,20.19,32,6.75,21.75,10.87,60.5,15.25,1.938,16.75
02/03/2000,24.31,18.75,8.38,17.12,49.44,2.66,1.813,3.938,15.69,17,3.75,3.75,24.94,15.25,23.5,12.06,136.56,15,30.81,14.13,150.1,19.88,32,6.75,21.75,11,64.94,15.25,1.75,17.37
03/03/2000,24.38,18,8.38,17.38,49.19,3.03,1.875,4.063,15.5,17,3.625,4.125,25.44,13.89,23.31,11.56,135.25,15,33.25,15.13,149.5,19.78,32,7.031,21.06,11,68.5,15.25,1.75,15.87
06/03/2000,24.31,18.5,8.38,17.12,46.75,3.53,1.875,3.875,15.63,17,3.688,4.063,24.63,14,22.5,12.5,139.88,14.75,32.5,14,161.6,19.56,32,7.219,20.5,11,66.25,15,2.125,15.25
07/03/2000,24.25,18,8.5,16.94,46.13,3.34,1.938,3.969,15.56,16.75,3.625,4.25,24.13,14.38,22.06,12.94,148,14.75,32.5,13.63,162.8,18.5,32,7.188,19.13,11,67.88,15,2,15.25
08/03/2000,22.88,17.5,8.5,16,45,3.31,1.938,3.875,15.63,16.75,3.5,4.438,24.13,14.5,21.63,12.31,146,14.75,32.5,14.63,184,17.81,32,7.125,19.25,11,65.88,15,1.813,15.25
09/03/2000,22.88,17.25,8.5,16.19,47.27,3.41,2,4,16.5,16.75,3.375,5.313,23.94,14.25,22.25,13,144,14.75,32.5,14.5,182.5,18.63,32,7.094,19.47,11,68.19,15,2,15.25
10/03/2000,22.88,17.13,8.5,16,45.88,4.25,1.938,4.094,16.25,16.75,3.625,5.188,24.38,14,21.25,13.44,145,14.75,32.5,14.75,193.3,18.56,32,7.031,19.56,11,72.38,15.25,2.25,15.25
13/03/2000,22.25,17.63,8.5,15.5,46,4.5,1.875,3.813,15.56,16,3.5,4.875,24.5,15,21.38,13.75,135.25,14.75,32.5,15.06,209.8,18.56,32,6.875,19.5,11,68.5,15.25,2.25,15.25
14/03/2000,22.06,18.19,8.38,16,48.44,4.19,1.938,3.81,15.75,16,3.375,5,24.13,15,21.56,14.06,128,14.75,32.5,16,211,18.06,32.25,6.813,19.31,11,64.06,15.25,2,15.37
15/03/2000,22.5,17.75,8.25,15.38,53,4.03,1.938,3.875,15.44,16,3.375,4.438,23.94,15.38,22.25,14.31,122.38,14.75,32.5,15,189.5,19.63,32.25,6.875,18.19,10.87,61.63,14.62,1.813,15.38
16/03/2000,19.38,17.75,8.25,16.62,58.94,3.62,2,3.875,15.56,16.75,3.5,4.75,24.06,15.75,24.5,13.88,134.5,14.75,32.5,17.13,219.5,21.67,32.25,7.063,18.31,10.87,62.69,14.62,2,15.38
17/03/2000,19,17.75,8.25,16.62,60.25,3.56,2.063,4,16.13,16.75,3.5,4.875,24,16,24.13,14,137.13,15,32.5,17.25,218.9,21.38,32.25,7,18.75,10.63,64.63,14.62,2,15.38
20/03/2000,18.75,17.75,8.25,16.19,56.88,3.81,2.25,3.938,15,16.75,3.438,4.75,24,16,24.38,12.63,127.38,15,32.5,17.19,196.1,20.31,33,7,18.25,10.62,64,14.62,1.813,15.38
21/03/2000,21.06,17.5,8.25,16.5,59.69,3.78,2.438,3.938,15.69,17,3.469,4.75,24.13,15.13,24,13.25,130.13,15,33,17.88,214.5,21.13,33,7.031,19,10.62,68.13,14.62,1.906,15.38
22/03/2000,18.75,17.75,7.88,16,60.25,4.19,2.5,3.875,16.02,17,3.313,4.5,23.88,15.12,25,13.44,138.5,13.25,33,17,232.6,21,33,7.063,19.13,11,69.94,14.62,2.219,16
23/03/2000,18.81,18,7.88,16,63.06,3.87,2.438,3.875,17.63,17,3.125,4.531,24.13,15.13,25.13,13.63,135.44,15,33,16.75,223.6,21.69,32.25,7,19.25,11,71,14.62,2,15
24/03/2000,18.75,18,7.88,15.88,63.44,3.78,2.25,3.875,17.13,17,3.313,4.125,24.06,15.12,24.75,12.75,131.77,15,32.75,16.94,243.75,21.13,32.25,6.938,19,11,71,14.62,2,15
27/03/2000,22,17.25,7.88,15.88,62.19,3.62,2.438,3.875,17.88,17,3.125,3.625,24.13,15.38,23.5,13.25,126.5,15,32.75,16.81,239.8,20.63,32.25,6.906,18.95,11,77.06,14.62,2,15
28/03/2000,18.38,18,7.88,15.88,63.5,3.75,2.25,3.813,16.94,16.5,3.25,3.875,24.06,12.25,23,13,115.63,15,32.5,16.8,223.8,21.19,32.25,6.875,18.19,11,78.13,14.62,2,15
29/03/2000,17.81,18,8,15.38,62.56,3.72,2.438,3.813,16.38,16,3,3.313,23.25,14,22.81,13.75,123,14.88,32.38,18.5,199,21.88,32.25,6.844,18,11,72.63,14.75,2.313,15.37
30/03/2000,20,17,8,15.25,61.5,3.53,2.438,3.75,15.75,16.75,3,3.625,23.75,14.5,23.06,14.31,118.19,14.75,32.38,19.13,207.1,21.13,32.25,6.875,18.19,11,66.44,14.75,2.188,15.12
31/03/2000,21.25,17.5,7.81,15.25,63,3.44,2.375,3.75,16.19,16.75,3.125,3.875,23.69,12.06,24.25,14.63,117.25,14.75,32.38,20.56,176,22.38,32.25,6.875,18.47,11.25,70.44,14.75,2.313,15.12
03/04/2000,21.25,18.5,7.81,15.12,67.13,3.25,2.063,3.688,15.5,16.5,2.875,3.563,22.75,13.38,24.19,13.97,104,14.56,32,21,143.3,22.88,32,6.938,18,10.63,63.56,14.75,2.438,15.12
04/04/2000,19.5,18,7.62,14.38,65.09,3,2.125,3.813,16,16.75,2.75,4.125,21.13,13,24.53,13.12,99.61,14.56,31.5,22,167,22.69,32,6.969,18.25,10.62,60.19,14.75,2.188,15.12
05/04/2000,23.5,17,7.62,15,63.25,3.06,2.063,3.938,15.94,16.25,2.625,3.938,22.5,12.63,24.13,13.25,106,14.56,31.25,22.75,165.9,22.19,32.38,6.813,19.13,10.62,61.5,14.62,2.5,15.12
06/04/2000,23.5,17,7.62,14,64.45,3,2.125,3.875,16.38,15,2.5,4.188,23,13.25,24.19,13.25,110.38,14.56,30.88,23.19,182,22,32.38,6.875,18.84,10.62,62.88,14.62,2.719,15.12
07/04/2000,21,17,7.75,14.75,62.06,2.87,2.375,3.875,16.13,15.5,2.469,4.063,23.61,13.25,24.94,13,116.13,14.56,30.87,23.13,180.9,21.19,32.37,6.813,19,10.63,64.88,14.62,2.438,15.12
10/04/2000,21.25,17,7.75,13.75,64.31,2.87,2.375,3.875,15.63,15.5,2.5,3.875,23.75,13.5,25.13,13,124.13,15,30.81,23.81,155.7,21.56,32.37,6.781,18.13,10.62,60.88,14.87,2.531,15.12
11/04/2000,21.25,17,7.75,13.56,64.31,2.69,2.375,3.938,15.38,15.5,2.625,3.813,23.94,13.5,23.38,13,118.13,15,30.81,23.5,155.6,21.63,32.37,6.594,18.13,11,57.75,14.88,2.25,15.12
12/04/2000,19.5,18.5,7.75,12.75,64.31,2.25,2.313,3.875,15,15.5,2.25,3.375,27.88,14.75,23.69,14.06,106.75,15,31.56,23.25,143.4,22.88,32.37,6.531,17.63,11.5,51.06,14.88,2.25,15.12
13/04/2000,20.09,17.5,7.75,12.81,63.31,2.41,2.375,3.875,16,15.5,1.906,3,31.13,15,23.63,13.38,105.38,14.5,31,23.75,138.8,21.5,32,6.531,18.63,11,54.48,14.88,1.875,15.12
14/04/2000,19.75,16,7.75,13,59.06,2.19,2.25,3.938,14.88,15.5,1.5,3,28.75,14.44,23.19,12.75,84.94,14.5,29.75,22.25,139.6,20.38,32,6.375,17,10.63,49.75,14.88,1.781,14.75
17/04/2000,19.38,15.75,7.75,12.75,61.94,2.25,2.125,3.75,13.75,15,2,2.688,27.63,15.25,22.75,11.75,84,15,30,22.88,143.3,19.63,32,6.375,17,10.62,56.5,14.87,1.75,14.75
18/04/2000,21.06,15.75,7.88,13.44,65,2.34,2.188,3.813,15.16,15,2.125,2.5,31.25,15,22.5,13.25,94,15,30,21.94,162.9,20.31,32,6.375,18,10.62,59.44,14.88,1.813,14.75
19/04/2000,21.06,15.75,7.88,12.75,63,2.12,2.25,3.813,13.94,15,2.063,2.813,32.13,14.75,22.75,13.88,92.38,14.75,29.88,22.19,150.3,19,32,6.313,18,10.62,65.88,14.88,2.188,15.25
