Date,RMV.L,AHT.L,EXPN.L,RTO.L,ABF.L,STJ.L,BATS.L,PRU.L,GVC.L,SMIN.L,CPG.L,SPX.L,SSE.L,BA.L,VOD.L,SDR.L,SLA.L,RB.L,TSCO.L,RR.L,ANTO.L
15/06/2018,516.7999878,2371,1868.5,350.2000122,2736,1204.5,3694,1837.5,1005,1763.5,1614.5,6495,1350,639,184.8000031,3187,397.2569885,6160,254.8000031,950,1021
18/06/2018,517.2000122,2372,1878.5,349.8999939,2762,1197,3635,1827.5,1028,1762,1602.5,6460,1344.5,636.4000244,185.1000061,3178,396.9140015,6106,256.2999878,927.4000244,1019.5
19/06/2018,515.7999878,2267,1863,348.1000061,2764,1189.5,3691,1823.5,1021,1733,1608.5,6400,1349.5,629.7999878,185.8399963,3161,395.428009,6175,256,916.5999756,1003.5
20/06/2018,523.7999878,2311,1867.5,352.2999878,2807,1181.5,3779,1814,1021,1739.5,1615.5,6425,1345,633.2000122,186.2400055,3175,394.2860107,6211,259.3999939,927.2000122,1007
21/06/2018,524.7999878,2246,1825.5,347.7000122,2806,1168,3839,1783.5,1024,1711,1603,6425,1333,620.4000244,184.3999939,3119,388,6158,256,926,1008.5
22/06/2018,532.4000244,2252,1855,355.1000061,2835,1182.5,3911,1814,1035,1728,1622,6440,1351,625,187.2799988,3157,393.1430054,6317,261.7000122,940.2000122,1028.5
25/06/2018,535,2213,1828.5,348.2000122,2836,1152,3803,1744,1026,1670,1616.5,6440,1342,610.4000244,184.1799927,3092,383.5429993,6078,261.1000061,916,995.2000122
26/06/2018,526.4000244,2212,1828.5,345,2835,1154,3756,1758,1047,1661.5,1580,6450,1348.5,613,182.5800018,3109,381.3710022,6181,257.2000122,930,999.4000244
27/06/2018,521.5999756,2244,1854,348.6000061,2811,1154,3782,1767.5,1048,1698,1610.5,6525,1348.5,624.2000122,183.7400055,3131,378.3999939,6228,256.7999878,961.2000122,1007.5
28/06/2018,519.7999878,2224,1863.5,343.3999939,2740,1142.5,3877,1731,1040,1684.5,1619.5,6525,1357.5,632,183.5599976,3098,371.6570129,6187,257.1000061,959.5999756,981
29/06/2018,531,2273,1874.5,350.7999878,2738,1147.5,3830,1734.5,1051,1698,1618.5,6520,1355,646.7999878,183.8200073,3158,372.2279968,6239,256.7000122,988.2000122,990
02/07/2018,521,2206,1865,342.2999878,2720,1132.5,3820,1728.5,1036,1665.5,1613.5,6455,1358.5,640,182.6399994,3109,369.4859924,6322,256.1000061,975,957
03/07/2018,524.2000122,2211,1880.5,347.5,2725,1151,3910,1753.5,1049,1675,1622,6445,1372.5,640,186,3143,369.1430054,6358,258.6000061,978.5999756,970
04/07/2018,523.2000122,2185,1868,343.7000122,2717,1163.5,3931.5,1754,1047,1667.5,1594,6340,1381.5,640,187.8000031,3159,364.7999878,6366,257.2000122,974.7999878,944
05/07/2018,521.5999756,2231,1890,345,2604,1167,3900,1762,1041,1679.5,1584,6375,1398.5,640.2000122,187.6399994,3198,365.8280029,6362,259.5,985.5999756,952.7999878
06/07/2018,507.6000061,2255,1898.5,345.2999878,2492,1171,3903.5,1762,1050,1696.5,1591,6375,1400,642,191,3215,361.9429932,6407,260.1000061,985.5999756,944
09/07/2018,506,2311,1907,342.5,2511,1184.5,3959.5,1790,1061,1723,1589,6385,1393.5,645,190.0800018,3268,365.7139893,6374,259.8999939,989.2000122,976
10/07/2018,507.3999939,2337,1922,346.2999878,2510,1181.5,3931.5,1767.5,1091,1745.5,1599,6540,1374.5,648.2000122,189,3244,361.9429932,6358,254.6999969,994.2000122,969.4000244
11/07/2018,502.7999878,2349,1898.5,342.7999878,2485,1173.5,3880,1720,1084,1717.5,1599,6550,1372,655.4000244,183.1399994,3142,357.8280029,6417,254.6000061,981.2000122,939
12/07/2018,511,2343,1920.5,349.2000122,2482,1176.5,3927,1724.5,1106,1721,1649,6585,1391,668,182.5599976,3147,357.0289917,6497,255.3999939,991,947.4000244
13/07/2018,510.6000061,2355,1907,349.7999878,2464,1178.5,3925.5,1726,1100,1735,1666,6750,1387,671.4000244,181.5,3161,357.2569885,6465,255.3999939,990.7999878,944.5999756
16/07/2018,513.2890015,2345.219971,1898,348.2999878,2446,1173.829956,3875.320068,1714.670044,1086.699951,1744.5,1641.310059,6750,1365.5,673.9329834,180.8600006,3161.469971,351.4549866,6499.02002,254.8000031,979.526001,938.4000244
17/07/2018,517.5999756,2359,1908,349.7999878,2425,1191.5,3820.5,1737,1107,1749.5,1665.5,6785,1384,673,180,3180,355.428009,6455,256.5,982.7999878,958.7999878
18/07/2018,518.7999878,2412,1924,349.1000061,2411,1208,3838,1776,1090,1627,1652.5,6770,1384.5,674.4000244,179.8999939,3237,358.17099,6449,256.3999939,987.7999878,965
19/07/2018,520.7999878,2340,1932.5,345.8999939,2411,1209.5,3862,1531.930054,1080,1621,1645.5,6775,1352,676.4000244,178.2400055,3234,357.2569885,6444,257.7999878,995,942.4000244
20/07/2018,520.2000122,2313,1932.5,339.3999939,2409,1211.5,3960,1528.51001,1098,1610.5,1653,6810,1363.5,675.2000122,177.6399994,3193,358.8569946,6507,258.7999878,990,941.5999756
23/07/2018,510.7999878,2325,1937.5,339.1000061,2448,1198,3921.5,1516.97998,1102,1598.5,1647,6860,1362.5,674.7999878,178,3185,356.2279968,6416,257.8999939,982.7999878,942
24/07/2018,510.2000122,2349,1930,339.8999939,2436,1209.5,3949.5,1534.48999,1103,1603,1640,6800,1336.5,670,177.6600037,3223,356.1140137,6392,256,988.4000244,974.4000244
25/07/2018,512.2000122,2307,1907,338,2446,1189,3973,1497.339966,1089,1589.5,1643.5,6810,1338.5,656,175.1000061,3222,349.7139893,6335,257.5,989.5999756,980
26/07/2018,509.2000122,2361,1911,341.7999878,2474,1188,4177,1512.290039,1102,1606.5,1606,6845,1260,653.7999878,177.1000061,3089,348.6860046,6311,257.5,995,978
27/07/2018,493.3999939,2371,1898.5,344,2474,1188.5,4115,1515.699951,1095,1605.5,1616,6895,1263.5,653.5999756,180,3073,352.1140137,6810,257.6000061,994,983.2000122
30/07/2018,487.2999878,2353,1885.5,342.6000061,2450,1216.5,4152.5,1529.790039,1154,1603,1629,6910,1251,654.4000244,186.5,3113,356.1140137,6870,255.8999939,990.2000122,984.2000122
31/07/2018,487.1000061,2341,1874,339.2999878,2455,1205.5,4201,1541.319946,1170,1614,1639.5,6945,1250,653.2000122,186,3113,356.9140015,6797,260.2999878,991,1003
01/08/2018,479,2282,1841.5,326.6000061,2418,1165.5,4181.5,1524.23999,1150,1591.5,1627.5,6955,1241.5,634,184.3600006,3142,354.2860107,6768,257.7999878,987.7999878,980.4000244
02/08/2018,483.7000122,2268,1847,320,2427,1142,4150,1477.699951,1135,1576,1633,6895,1241,633.5999756,181.3000031,3074,347.6570129,6800,257.6000061,1058,950.7999878
03/08/2018,486.2000122,2305,1865.5,327.3999939,2443,1163,4189.5,1491.790039,1132,1594,1637,6865,1257.5,625,184.8000031,3121,351.8859863,6865,259.5,1094,959.5999756
06/08/2018,486.7999878,2333,1867,327.3999939,2466,1153.5,4172.5,1493.5,1131,1599,1639,6855,1252,627.5999756,186.1199951,3114,350.3999939,6876,259.3999939,1081.5,942.5999756
07/08/2018,486.6000061,2348,1867.5,327,2461,1152,4170.5,1500.76001,1135,1613.5,1644.5,6750,1260,628.5999756,186.5,3150,367.2000122,6915,260,1083.5,958.4000244
08/08/2018,490,2410,1889,334.6000061,2475,1164.5,4212,1555.839966,1138,1632,1664.5,6820,1276,628,186.7200012,3163,378.8569946,6902,262.1000061,1089,962.2000122
09/08/2018,493.7999878,2409,1901.5,334.7000122,2463,1171,4194,1557.550049,1136,1649,1679,7240,1280,623.7999878,185.3600006,3150,378.0570068,6879,265,1084,979
10/08/2018,489.7000122,2393,1901,333.2999878,2405,1156,4154.5,1534.920044,1125,1625.5,1667,7265,1270.5,625.5999756,182.5200043,3100,373.6000061,6819,266.2000122,1044,961.2000122
13/08/2018,493.5,2392,1902,335.6000061,2396,1156.5,4149,1523.390015,1105,1616,1663,7190,1268,626.7999878,181.0200043,3110,367.6570129,6787,262.7999878,1037,952.7999878
14/08/2018,489.3999939,2375,1900,335.6000061,2365,1134,4172,1495.640015,1115,1598,1655,7270,1269.5,627.5999756,178.7799988,3096,368.3429871,6842,260,1033.5,886.4000244
15/08/2018,491.2000122,2326,1880.5,331.8999939,2315,1116.5,4088,1454.650024,1096,1579.5,1640,7145,1257.5,625,175.0200043,3049,362.5140076,6785,254.5,1005,836.2000122
16/08/2018,495.1000061,2322,1904.5,337,2307,1127.5,4158,1480.689941,1096,1584.5,1675,7155,1264,625.5999756,177,3052,361.1430054,6773,256.2000122,1015,843.5999756
17/08/2018,493,2322,1902,338,2338,1126.5,4203,1467.880005,1099,1591.5,1697.5,7120,1265,624.5999756,175.7799988,3066,362.5140076,6783,256.5,1023.5,827
20/08/2018,492.5,2349,1900,338.7999878,2370,1147.5,4222.5,1478.130005,1105,1606.5,1708.5,7180,1262,626.7999878,176.6000061,3111,363.3139954,6827,255.8999939,1029.5,828.2000122
21/08/2018,489.3999939,2350,1889.5,335.5,2359,1149.5,4122.5,1487.52002,1092,1607.5,1681.5,7180,1257,624.5999756,176.1399994,3097,367.2000122,6768,255,1023.5,820.7999878
22/08/2018,486.5,2353,1897,333.8999939,2340,1157,4086.5,1495.209961,1090,1593,1686.5,7130,1253,617.5999756,175.6999969,3113,365.7139893,6749,256.1000061,1016,816.4000244
23/08/2018,491.7000122,2370,1908,335.2000122,2365,1157,4047.5,1478.560059,1107,1596,1669.5,7105,1253,613.2000122,175.9400024,3106,368,6731,253.6999969,1007,805
24/08/2018,494.2000122,2377,1906,335.3999939,2360,1157,3909,1481.550049,1092,1603,1676,7095,1250.5,612,175.2799988,3114,369.0289917,6710,254.6000061,1010,833.5999756
28/08/2018,492.6000061,2415,1925,341.8999939,2286,1164.5,3892,1502.469971,1101,1627.5,1692,7165,1261.5,618.5999756,175.1999969,3131,376.6860046,6757,258.2000122,1011,847.4000244
29/08/2018,490.2999878,2397,1942.5,336,2320,1154,3837,1490.089966,1100,1625,1675,7195,1250.5,618,172.9400024,3090,364.9140015,6697,249.8999939,1016,832.4000244
30/08/2018,493.5,2387,1935,331.3999939,2311,1132,3778.5,1484.109985,1110,1622.5,1673,7140,1253.5,612,167.5200043,3073,363.3139954,6625,244.6999969,1016.5,823.5999756
31/08/2018,492.0499878,2362,1920,325,2289,1131.5,3721.5,1481.550049,1102,1611.5,1658.5,7130,1253,606,164.5,3075,362.17099,6559,246.5,1005,805.5999756
03/09/2018,492.8999939,2400,1932,327,2285,1141,3729,1493.930054,1105,1618,1677.5,7180,1261.5,613.5999756,166.5399933,3084,370.8569946,6624,245,1009.5,809.7999878
04/09/2018,490,2407,1918.5,324.7999878,2243,1135.5,3743,1475.140015,1096,1620.5,1671,7065,1266,606,164.3000031,3048,368.1140137,6526,243.5,1000,794.4000244
05/09/2018,474.2000122,2361,1894,320,2284,1127.5,3712.5,1460.630005,1098,1597,1649.5,6910,1264,607.2000122,162.8999939,2990,366.0570068,6468,240.3000031,966.5999756,796.2000122
06/09/2018,481.3500061,2319,1882,320.7999878,2300,1123.5,3682.5,1452.089966,1092,1588,1635.5,6900,1268.5,610,164,2999,363.8859863,6473,239.8999939,974.2000122,776.4000244
07/09/2018,478,2258,1890,320.5,2270,1101,3685,1435.439941,1065,1569.5,1627,6890,1252.5,620,165.2599945,2966,358.5140076,6456,238.8999939,970,744.2000122
10/09/2018,480,2280,1920,321,2257,1105.5,3653.5,1441.839966,1065,1566.5,1634.5,6940,1260.5,617.7999878,165.6999969,2975,360.2279968,6508,240.3999939,973.2000122,745.4000244
11/09/2018,487.2999878,2398,1932,323,2227,1100.5,3554.5,1434.150024,1061,1566,1630.5,6930,1250.5,620.2000122,166.1999969,2987,362.2860107,6510,236.8000031,975,740.4000244
12/09/2018,485.2999878,2387,1938.5,322,2229,1096,3763,1434.150024,1062,1567.5,1645,7000,1147,618.5999756,166.5800018,2980,359.428009,6507,237.8000031,964.4000244,758.7999878
13/09/2018,478.2999878,2334,1927.5,321,2241,1093.5,3691.5,1446.109985,1058,1564.5,1625.5,6985,1120,610.7999878,168.2799988,2976,360.7999878,6506,234.5,955,772
14/09/2018,481.5499878,2394,1945,319.7999878,2236,1100,3659.5,1456.359985,1031,1579.5,1634,7160,1084,626,167.4400024,3006,363.8859863,6680,234.3000031,981.2000122,784.5999756
17/09/2018,477.5499878,2340,1920.5,319.5,2263,1097.5,3669,1435.439941,995,1567,1641.5,7120,1122.5,627.5999756,168.0800018,3009,364.3429871,6750,235.1000061,982.7999878,777
18/09/2018,478.5499878,2325,1900,319.5,2250,1096,3600,1420.920044,972,1550.5,1628.5,7200,1123,632.2000122,168.9199982,3030,364.7999878,6732,235.1000061,978.4000244,790.5999756
19/09/2018,476,2326,1907.5,312.6000061,2225,1111.5,3560,1473.439941,998.5,1565,1606.5,7040,1118,636.2000122,168.8200073,3066,367.0859985,6742,235.8000031,988,837
20/09/2018,470.3999939,2313,1924,314.7000122,2285,1138.5,3521,1505.880005,971,1591,1608.5,7075,1129,628.7999878,168.0599976,3099,370.2860107,6845,238.8999939,995.5999756,858
21/09/2018,472.75,2357,1947,316.5,2277,1142.5,3617,1549.430054,967.5,1520.5,1628.5,7105,1129,628.4000244,170.9400024,3127,369.6000061,6956,236.8000031,992.2000122,895.7999878
24/09/2018,471,2339,1944.5,314.2000122,2258,1131,3544,1537.050049,975,1500.5,1633.5,7020,1130,625.2000122,170,3100,360.9140015,6835,239.3999939,997.4000244,872
25/09/2018,476.3500061,2366,1946.5,312.6000061,2284,1134.5,3540,1537.910034,968,1495.5,1669,7080,1125.5,626.4000244,168.7400055,3111,358.8569946,6780,241.5,989.5999756,874.7999878
26/09/2018,480.4500122,2384,1960,314,2288,1135,3552,1541.319946,958,1498.5,1671,7205,1131,626.2000122,166.9400024,3112,361.1430054,6824,243.8999939,990.4000244,862
27/09/2018,476.7999878,2421,1973.5,316.2999878,2290,1154.5,3614.5,1534.48999,945,1512,1688.5,7215,1144,624.4000244,168.1399994,3120,359.0859985,6933,241.6000061,966,855
28/09/2018,471,2437,1970.5,318.3999939,2290,1144,3584.5,1502.469971,918.5,1495.5,1706,7300,1146,629.7999878,164.5,3095,349.6000061,7016,239.8000031,987.4000244,855
01/10/2018,476.3500061,2438,1988.5,329.7000122,2290,1150,3503,1490.089966,939.5,1516,1709.5,7345,1127.5,622.7999878,162,3022,348,7034,236.6999969,983.5999756,859.5999756
02/10/2018,472,2358,1967,326.5,2250,1141,3557,1463.189941,926,1497.5,1709,7190,1145,615.4000244,159.8800049,2980,342.9710083,7052,235.1999969,983.7999878,866.5999756
03/10/2018,476.1499939,2396,1968,330.6000061,2268,1150.5,3570,1477.280029,940.5,1501,1679,7240,1147,609.5999756,162.4799957,3065,343.428009,7155,215,983.2000122,879.4000244
04/10/2018,465.8500061,2342,1935.5,328.3999939,2262,1140,3450,1473.859985,922,1503,1623,7055,1116.5,609.4000244,162.1399994,3079,343.428009,6855,213.3999939,968.4000244,874.5999756
05/10/2018,452.5499878,2302,1895.5,334.1000061,2289,1126.5,3424.5,1447.390015,922,1484.5,1595,6990,1119,614,160.2200012,3000,338.9710083,6788,214.8000031,960.2000122,827
08/10/2018,445.9500122,2181,1861,325.5,2303,1100,3422,1423.910034,887,1458.5,1609,6730,1125.5,603.2000122,154.5800018,2977,329.3710022,6662,210.1000061,922,813.2000122
09/10/2018,440.8500061,2187,1871,319.2999878,2305,1100.5,3417.5,1420.48999,890.5,1449,1603,6650,1134,602.5999756,150.7200012,3043,333.0289917,6674,215.3000031,929.7999878,825.2000122
10/10/2018,426.5,2054,1765,308.6000061,2320,1084,3450,1405.550049,895.5,1403.5,1543,6330,1137,590.4000244,153,3005,330.0570068,6591,216.1999969,886.2000122,779.5999756
11/10/2018,427.1000061,1979,1728.5,304.5,2306,1057,3405,1350.900024,900,1353,1555,6235,1124,582.2000122,150.9799957,2882,318.7430115,6449,218.3000031,871.5999756,768
12/10/2018,433.8500061,1994.5,1752,300.1000061,2306,1055,3272,1355.589966,932,1357,1546.5,6350,1115.5,584.2000122,151,2841,313.9429932,6460,216.8999939,875.7999878,782.5999756
15/10/2018,425.5,1972.5,1733,298.6000061,2266,1039,3331,1339.369995,937.5,1335,1564,6180,1137,561.7999878,153.6000061,2791,308.1140137,6540,216,866.5999756,787.7999878
16/10/2018,433.0499878,2061,1807,305.3999939,2337,1052.5,3176.5,1330.829956,925,1360.5,1572,6540,1138.5,576,153.3999939,2827,309.0289917,6612,208.6000061,897.7999878,790
17/10/2018,429.5499878,2004,1807.5,314.7000122,2316,1060,3284,1328.27002,929.5,1332.5,1517,6570,1132.5,560,152.0399933,2841,309.2569885,6513,208.8000031,892.2000122,795.2000122
18/10/2018,426.7999878,1936.5,1784,312.8999939,2322,1044.5,3275,1304.359985,945.5,1298,1515,6445,1129,545,151.5,2848,300.5710144,6471,209.1000061,873.4000244,767.4000244
19/10/2018,422.3500061,1900,1790.5,303.7999878,2300,1035.5,3299.5,1280.449951,960,1295,1493.5,6340,1150,539.7999878,152.4600067,2796,295.428009,6714,214.6000061,872,768
22/10/2018,433.7000122,1883.5,1796.5,295.5,2322,1034.5,3362,1285.150024,937.5,1288,1485,6350,1138.5,538.4000244,149.5599976,2765,262.2999878,6710,213,860.4000244,773.4000244
23/10/2018,430.8999939,1818,1750,285.8999939,2284,980.2000122,3504.5,1285.150024,870.5,1279.5,1483,6140,1129.5,536.2000122,146.2400055,2648,260.6499939,6587,214.3000031,841.4000244,756.5999756
24/10/2018,438.0499878,1815.5,1766.5,284.7999878,2334,970.2000122,3527.5,1276.609985,866.5,1283,1505,6170,1136.5,536.4000244,146.4199982,2608,258.3500061,6729,215.3000031,840,727.2000122
25/10/2018,447.3500061,1843,1760,293.7999878,2351,983.5999756,3608,1286.430054,874,1332.5,1543.5,6340,1141.5,544.7999878,146.6000061,2661,261.75,6747,215.3000031,872,745.7999878
26/10/2018,446.6000061,1812,1752,295.7999878,2397,969.7999878,3619,1277.890015,865.5,1331,1529.5,6330,1130.5,532,144.0399933,2609,257,6670,212.8000031,855,745.5999756
29/10/2018,446.7999878,1850.5,1780,302,2391,982.5999756,3549,1303.930054,922,1361,1546,6355,1152.5,522.4000244,147.2799988,2630,266.25,6611,212.5,831.4000244,756.4000244
30/10/2018,451.8500061,1857,1786,307.6000061,2383,993.7999878,3448,1303.079956,933.5,1369.5,1544.5,6310,1150.5,508,147.0599976,2638,264.6499939,6313,215,820,756.4000244
31/10/2018,452.1499939,1935.5,1802.5,316.2000122,2386,1013.5,3393.5,1341.079956,937,1397.5,1540,6470,1141.5,525.7999878,147.8200073,2680,270.5,6333,213.3000031,839,784.7999878
01/11/2018,457.3999939,1949,1779,308.7999878,2466,1016.5,3417.5,1338.089966,943,1390,1552,6485,1163,525.4000244,151.5,2669,271.5499878,6391,217.8999939,837.7999878,819
02/11/2018,460.1000061,1964,1763,312.2000122,2452,1039,3342.5,1379.5,950.5,1385.5,1537.5,6500,1154.5,536,150.5200043,2681,276.3500061,6326,216.1000061,834,827.7999878
05/11/2018,462.8999939,1877.5,1772,307.1000061,2388,1015,3407,1358.579956,893.5,1348,1537.5,6395,1157.5,520.2000122,150.3999939,2629,270.3999939,6328,217.3999939,823,809.5999756
06/11/2018,451.8999939,1885,1791,309.7000122,2460,1022.5,3343,1345.349976,891.5,1344,1532.5,6460,1163,521,146.2799988,2598,266.7000122,6330,212.1999969,828.4000244,797.2000122
07/11/2018,451.75,1948,1825,311.2000122,2565,1034,3426,1358.160034,883,1360,1519.5,6585,1185,533.4000244,147.8800049,2587,266.7999878,6352,215.6999969,838.4000244,805.4000244
08/11/2018,450.1000061,1927,1820.5,315.2999878,2620,1051,3371.5,1374.810059,870,1364.5,1515,6650,1182.5,534.2000122,147.0800018,2601,271.0499878,6264,218.6000061,833.4000244,818
09/11/2018,450.1499939,1900,1815,313,2638,1062.5,3314.5,1369.680054,838,1355,1537.5,6525,1152.5,529.2000122,143.9199982,2607,270.1000061,6255,218.6999969,814.4000244,778.2000122
12/11/2018,445.7999878,1899.5,1793,310.6000061,2614,1036,2962.5,1357.72998,788,1325,1551.5,6485,1146,529.7999878,144.3600006,2556,264.0499878,6250,215.1999969,820.4000244,767.5999756
13/11/2018,445,1944.5,1873.5,311.5,2549,1062.5,2836.5,1379.930054,777.5,1315,1566,6665,1131.5,541.2000122,155.6000061,2603,269.75,6236,214.1999969,821.2000122,770.5999756
14/11/2018,442.8999939,1902.5,1831,313.7999878,2529,1060.5,2818,1377.369995,821,1384,1576.5,6590,1191,537.2000122,157.5599976,2585,269,6436,212.3999939,808,761.7999878
15/11/2018,432.0499878,1886.5,1843.5,317.5,2446,1025.5,2775,1359.439941,777,1430,1606.5,6800,1129,532.5999756,155.3999939,2529,263.7999878,6509,203.1000061,809.5999756,796
16/11/2018,440,1878,1879,320.5,2448,1015.5,2707,1329.97998,787,1416,1587,6695,1118,527.7999878,153.3999939,2540,259.2999878,6531,203.8999939,804.2000122,810.7999878
19/11/2018,431.25,1798,1845,316.2000122,2480,1008.5,2722,1337.660034,780,1415.5,1587.5,6595,1106.5,519.5999756,155.8200073,2488,256.8500061,6467,205.3999939,796.7999878,813.7999878
20/11/2018,424.6000061,1708.5,1799,317.7999878,2462,996.4000244,2726.5,1300.939941,746.5,1384,1673,6280,1122.5,509.2000122,153.6199951,2450,254.5500031,6580,204,785,795.2000122
21/11/2018,426.25,1752.5,1828,319,2505,996,2723,1328.27002,775.5,1402.5,1697,6320,1129.5,516.2000122,158.0399933,2496,259.8500061,6703,207.1999969,814.4000244,824.2000122
22/11/2018,428,1730,1833,318.3999939,2511,1001.5,2670,1290.699951,791.5,1394.5,1682,6115,1118,507.2000122,152,2482,261,6622,201.3000031,799.5999756,809.2000122
23/11/2018,433.25,1754.5,1849.5,320.3999939,2499,1026,2731.5,1296.670044,809,1382,1694.5,6130,1118,506,155.1199951,2533,264.6000061,6647,202.1000061,812.4000244,793.2000122
26/11/2018,438.7000122,1793,1870,323.5,2484,1055,2717,1344.920044,809,1399.5,1694,6200,1120,512.4000244,164.8200073,2596,271.8500061,6676,200.6000061,839.5999756,805.7999878
27/11/2018,438.7000122,1772,1867.5,327.8999939,2448,1061.5,2724.5,1326.560059,778.5,1399,1687,6175,1126.5,503,167.8000031,2586,269.2999878,6700,198.3000031,836,778.5999756
28/11/2018,444.4500122,1727.5,1884.5,331.2999878,2446,1054,2737,1323.569946,769,1399.5,1658,6185,1113.5,490,168.6799927,2577,268.5,6575,197.25,831.4000244,806.4000244
29/11/2018,451.1000061,1795.5,1897,336,2447,1033.5,2781,1322.290039,751.5,1417.5,1670.5,6195,1099,490.2999878,167.7599945,2590,270.5499878,6622,200,847.5999756,836.4000244
30/11/2018,437.6000061,1759,1906.5,330,2424,1005.5,2750,1315.459961,739,1389.5,1678.5,6135,1095.5,491.2999878,168.9400024,2527,265.3999939,6512,197.5500031,849.5999756,800.4000244
03/12/2018,449.0499878,1828.5,1950,337.5,2399,1035,2783,1338.939941,777,1435,1694,6340,1083,501,168.0599976,2590,262.9500122,6586,197.4499969,883,863.2000122
04/12/2018,449.0499878,1776,1948,336.8999939,2404,1028,2747,1320.579956,729,1429,1692,6325,1082,473.2999878,165.1399994,2545,258.3500061,6621,197,857,833.2000122
05/12/2018,453.6499939,1672.5,1884,327,2394,994,2727,1284.719971,722.5,1385.5,1671,6210,1100,460.2000122,163,2509,250.3000031,6404,199,829.4000244,817.7999878
06/12/2018,443.8500061,1621,1844,315.8999939,2350,951,2680.5,1204.02002,682,1351.5,1638,6010,1072,445.5,160.4600067,2357,238.1000061,6215,193.75,795.2000122,760
07/12/2018,440.9500122,1625,1862.5,319,2242,948,2663.5,1214.699951,669,1368,1668.5,6095,1089,449.6000061,162.7799988,2375,236.0500031,6273,199.0500031,788.4000244,774.7999878
10/12/2018,432.3500061,1606.5,1847,316.1000061,2161,929.2000122,2721,1201.459961,629.5,1340,1669,6110,1050,454,159.3200073,2334,229.1999969,6285,196.4499969,759.2000122,739.5999756
11/12/2018,430.7999878,1664,1879,321.5,2151,933.5999756,2725,1206.160034,642.5,1367.5,1677,6165,1061.5,454.6000061,162.5,2335,224.8500061,6374,197.25,780.7999878,774.4000244
12/12/2018,435,1747.5,1901.5,327.8999939,2200,944.5999756,2739.5,1224.939941,670,1394.5,1663,6330,1079,458.1000061,163.1000061,2387,233.0500031,6367,197.1499939,816,789.4000244
13/12/2018,439.4500122,1735.5,1899.5,330.5,2171,941,2701.5,1218.109985,661.5,1402.5,1684.5,6315,1098,458.2000122,160.4799957,2385,244,6300,198.6000061,818,794.5999756
14/12/2018,439.8999939,1720,1895.5,332,2180,936.2000122,2660,1208.719971,721.5,1372,1683,6100,1089.5,456.1000061,160.6799927,2389,246.1499939,6264,192.8999939,808.5999756,778
17/12/2018,433,1653.5,1874.5,330.8999939,2110,926.2000122,2628,1190.359985,686,1384,1663.5,5935,1055,454.8999939,160.6999969,2366,240.8999939,6176,190.25,807.7999878,796
18/12/2018,425.25,1656,1859,328.1000061,2125,925.7999878,2574,1185.23999,695.5,1408,1665,6090,1041.5,457.8999939,157.8600006,2385,247.0500031,6100,194.1999969,811.2000122,770
19/12/2018,424.8500061,1656.5,1860.5,330.6000061,2126,926.7999878,2550.5,1202.319946,690,1397,1670.5,6005,1059.5,455.5,159.4600067,2402,251.1000061,6180,192.9499969,820.5999756,786
20/12/2018,424,1607.5,1863,326.7999878,2119,927.7999878,2553,1194.630005,677,1403.5,1640,6000,1075,455.5,159.9600067,2408,251.9499969,6215,191.8999939,803.7999878,757
21/12/2018,420.8999939,1601.5,1855,325.6000061,2128,937.7999878,2533,1161.329956,683.5,1381,1634.5,5900,1081,454.3999939,156.7400055,2445,255.4499969,6254,193.75,810,769
24/12/2018,426.7000122,1643,1863,329,2080,935.4000244,2519,1168.160034,669,1366.5,1631,6070,1080.5,451.5,154.5,2438,251.1999969,6163,190,801,771.7999878
27/12/2018,427.25,1586.5,1843,319,2041,914,2462.5,1147.670044,677.5,1350,1617,6045,1032.5,455,151.5200043,2395,250.3999939,6030,189.5500031,808.7999878,759
28/12/2018,428.0499878,1640,1885,327,2070,943.5999756,2569,1186.52002,681,1374.5,1642,6155,1060.5,462.2999878,154.5800018,2463,258.7999878,6066,192.1000061,817.5999756,781
31/12/2018,432.25,1637,1905,337.2000122,2043,944,2500,1197.189941,674,1364,1650,6240,1081.5,459.2000122,152.8999939,2443,256.75,6013,190.1000061,830,783.2000122
02/01/2019,439,1658,1883.5,331.2999878,2072,955,2479,1172.430054,689,1382.5,1635,6160,1069,464.8999939,154.9400024,2473,259.1000061,6023,191.5500031,809.4000244,770.4000244
03/01/2019,438.5499878,1615.5,1850.5,324.1000061,2102,940,2485,1144.25,676.5,1342,1629,5950,1064,465,156.0599976,2439,252,5965,199.3500061,788.2000122,738
04/01/2019,449,1702,1890.5,334.8999939,2159,971,2583,1181.819946,688,1371,1637,6110,1070,473,157.9799957,2592,261.9500122,5964,197.3999939,825.7999878,785.5999756
07/01/2019,457.0499878,1753.5,1879.5,338.2999878,2154,970.5999756,2474.5,1190.790039,689.5,1385,1645.5,6200,1055,466,157.3999939,2564,258.6499939,5925,202.5,809.5999756,809.4000244
08/01/2019,470.0499878,1837.5,1887.5,344.5,2231,985,2506.5,1217.26001,715,1394,1657,6415,1086.5,474.7999878,155.6000061,2612,262.9500122,6030,208.1000061,850,813.5999756
09/01/2019,466.7999878,1870,1901,348.8999939,2268,985.2000122,2497,1220.680054,735,1427.5,1654.5,6530,1124,486.7999878,152.8000031,2650,265.6000061,6054,211.8000031,864.7999878,846.5999756
