Date,1038.HK,0027.HK,0003.HK,1044.HK,0241.HK,0002.HK,0101.HK,0012.HK,2628.HK,0006.HK,0016.HK,0267.HK,0883.HK,2319.HK,1093.HK,0386.HK,0669.HK
2012-09-17,45.45000076293945,24.75,8.834232330322266,73.09517669677734,0.4099999964237213,65.25,27.850000381469727,27.40264320373535,22.850000381469727,63.25,112.80000305175781,9.829999923706055,16.239999771118164,11.524999618530273,1.151041030883789,5.530768871307373,13.479999542236328
2012-09-18,45.54999923706055,25.450000762939453,8.796996116638184,73.53026580810547,0.4099999964237213,65.05000305175781,27.700000762939453,27.58224868774414,22.549999237060547,63.599998474121094,113.0999984741211,9.739999771118164,16.020000457763672,11.5,1.151041030883789,5.484614849090576,13.140000343322754
2012-09-19,45.70000076293945,25.299999237060547,9.00179386138916,73.2885513305664,0.4099999964237213,65.69999694824219,27.75,28.044090270996094,22.799999237060547,64.30000305175781,112.80000305175781,9.880000114440918,16.200000762939453,11.75,1.171875,5.523076057434082,13.079999923706055
2012-09-20,45.099998474121094,24.850000381469727,8.973867416381836,73.3368911743164,0.4000000059604645,65.8499984741211,27.200000762939453,27.069089889526367,22.450000762939453,64.94999694824219,110.5999984741211,9.869999885559082,15.640000343322754,11.600000381469727,1.151041030883789,5.476922988891602,13.380000114440918
2012-09-21,45.650001525878906,24.850000381469727,8.964557647705078,73.9653549194336,0.3799999952316284,65.8499984741211,26.649999618530273,27.633563995361328,22.649999618530273,64.44999694824219,110.80000305175781,9.760000228881836,15.739999771118164,11.600000381469727,1.1302080154418945,5.523076057434082,13.760000228881836
2012-09-24,46.5,24.850000381469727,8.955248832702637,73.09517669677734,0.3799999952316284,65.5999984741211,26.649999618530273,27.736196517944336,22.549999237060547,64.5,112.19999694824219,9.789999961853027,15.65999984741211,11.600000381469727,1.119791030883789,5.507691860198975,14.020000457763672
2012-09-25,45.95000076293945,24.899999618530273,8.973867416381836,74.0136947631836,0.3799999952316284,66.0999984741211,26.799999237060547,27.76185417175293,22.649999618530273,64.19999694824219,110.9000015258789,9.390000343322754,15.680000305175781,11.675000190734863,1.119791030883789,5.507691860198975,13.880000114440918
2012-09-26,46.25,24.649999618530273,8.945940017700195,71.74156188964844,0.3799999952316284,65.3499984741211,26.799999237060547,28.403301239013672,22.149999618530273,64.30000305175781,111.5999984741211,9.199999809265137,15.5600004196167,11.675000190734863,1.0989580154418945,5.461537837982178,14.079999923706055
2012-09-27,46.400001525878906,24.850000381469727,9.104192733764648,69.61444854736328,0.3799999952316284,65.69999694824219,26.700000762939453,29.07040786743164,22.399999618530273,64.1500015258789,113.0999984741211,9.140000343322754,15.880000114440918,11.649999618530273,1.119791030883789,5.5538458824157715,14.0
2012-09-28,46.95000076293945,26.0,9.150736808776855,70.87137603759766,0.39500001072883606,65.9000015258789,26.5,28.63422203063965,22.399999618530273,65.8499984741211,113.5999984741211,9.3100004196167,15.899999618530273,11.600000381469727,1.15625,5.569230079650879,14.140000343322754
2012-10-03,46.25,26.0,9.308989524841309,70.96806335449219,0.375,66.44999694824219,27.100000381469727,28.659879684448242,22.200000762939453,67.0999984741211,113.30000305175781,9.15999984741211,15.84000015258789,11.524999618530273,1.1770830154418945,5.561538219451904,13.600000381469727
2012-10-04,46.79999923706055,25.100000381469727,9.215900421142578,71.01641082763672,0.38499999046325684,65.94999694824219,26.649999618530273,28.916458129882812,22.350000381469727,66.80000305175781,113.30000305175781,9.180000305175781,15.579999923706055,11.550000190734863,1.21875,5.538461208343506,13.479999542236328
2012-10-05,46.5,25.700000762939453,9.178664207458496,72.07996368408203,0.4000000059604645,65.94999694824219,26.75,28.967775344848633,22.850000381469727,66.30000305175781,112.5,9.65999984741211,15.579999923706055,11.550000190734863,1.203125,5.57692289352417,13.079999923706055
2012-10-08,46.599998474121094,25.149999618530273,9.253135681152344,71.6448745727539,0.39500001072883606,65.8499984741211,26.799999237060547,28.377643585205078,22.5,66.0999984741211,111.80000305175781,9.390000343322754,15.359999656677246,11.600000381469727,1.21875,5.661538124084473,13.600000381469727
2012-10-09,46.900001525878906,25.0,9.271754264831543,72.56340026855469,0.4000000059604645,66.1500015258789,27.0,28.76251220703125,22.649999618530273,66.55000305175781,111.9000015258789,9.390000343322754,15.460000038146973,11.5,1.260416030883789,5.876923084259033,13.539999961853027
2012-10-10,46.70000076293945,25.399999618530273,9.37880802154541,71.54818725585938,0.4050000011920929,66.0,26.75,29.32698631286621,22.549999237060547,66.30000305175781,111.19999694824219,9.420000076293945,15.5600004196167,11.475000381469727,1.2864580154418945,5.892306804656982,13.880000114440918
2012-10-11,46.25,24.75,9.332262992858887,70.38794708251953,0.4050000011920929,65.1500015258789,25.75,28.428958892822266,22.899999618530273,65.30000305175781,108.80000305175781,9.479999542236328,15.760000228881836,11.399999618530273,1.260416030883789,5.976922988891602,13.5
2012-10-12,46.45000076293945,25.0,9.197281837463379,71.35481262207031,0.4050000011920929,65.19999694824219,26.0,28.044090270996094,23.25,66.55000305175781,108.19999694824219,9.609999656677246,15.880000114440918,11.274999618530273,1.28125,6.015384197235107,13.319999694824219
2012-10-15,46.0,24.450000762939453,9.160045623779297,71.74156188964844,0.39500001072883606,65.19999694824219,26.200000762939453,28.736854553222656,23.25,66.19999694824219,109.0,9.579999923706055,15.779999732971191,11.300000190734863,1.25,6.069230079650879,12.979999542236328
2012-10-16,46.54999923706055,24.700000762939453,9.104192733764648,71.25812530517578,0.39500001072883606,65.44999694824219,26.5,28.608564376831055,23.399999618530273,65.44999694824219,109.0,9.619999885559082,15.9399995803833,11.274999618530273,1.229166030883789,6.015384197235107,13.079999923706055
2012-10-17,46.29999923706055,24.899999618530273,9.20659065246582,71.88658905029297,0.41499999165534973,65.44999694824219,26.350000381469727,28.736854553222656,23.0,65.19999694824219,109.0,9.720000267028809,16.0,11.324999809265137,1.203125,6.2076921463012695,13.5
2012-10-18,46.04999923706055,25.0,9.215900421142578,71.88658905029297,0.41499999165534973,65.5999984741211,26.25,28.608564376831055,22.75,64.5,109.0,10.079999923706055,15.979999542236328,11.449999809265137,1.2239580154418945,6.307692050933838,14.300000190734863
2012-10-19,45.849998474121094,24.549999237060547,9.20659065246582,72.95014190673828,0.41499999165534973,65.5999984741211,26.600000381469727,28.659879684448242,22.799999237060547,64.0,108.0,10.100000381469727,16.239999771118164,11.550000190734863,1.234375,6.369229793548584,14.260000228881836
2012-10-22,46.25,24.649999618530273,9.308989524841309,73.04682922363281,0.41499999165534973,65.5999984741211,26.549999237060547,29.250011444091797,22.899999618530273,64.4000015258789,109.0999984741211,10.119999885559082,16.31999969482422,11.550000190734863,1.1875,6.430768966674805,14.140000343322754
2012-10-24,46.349998474121094,25.049999237060547,9.564988136291504,70.77468872070312,0.5199999809265137,66.0,27.299999237060547,29.58356475830078,22.950000762939453,65.05000305175781,113.0,10.15999984741211,16.040000915527344,11.524999618530273,1.2083330154418945,6.292306900024414,14.039999961853027
2012-10-25,46.400001525878906,25.950000762939453,9.541714668273926,68.84095764160156,0.47999998927116394,66.19999694824219,27.100000381469727,29.32698631286621,23.0,65.75,113.0,10.220000267028809,16.260000228881836,11.524999618530273,1.1614580154418945,6.2846150398254395,14.140000343322754
2012-10-26,45.900001525878906,26.799999237060547,9.51844310760498,69.46942138671875,0.4950000047683716,66.0,27.0,29.19869613647461,22.549999237060547,65.6500015258789,111.80000305175781,9.800000190734863,16.079999923706055,11.699999809265137,1.1458330154418945,6.169229984283447,14.0
2012-10-29,45.70000076293945,27.25,9.51844310760498,68.88929748535156,0.4699999988079071,65.94999694824219,26.5,27.325668334960938,22.5,65.6500015258789,106.0999984741211,9.710000038146973,16.139999389648438,11.574999809265137,1.119791030883789,6.3461527824401855,14.0600004196167
2012-10-30,45.70000076293945,26.899999618530273,9.58825969696045,68.40586853027344,0.47999998927116394,66.05000305175781,26.799999237060547,27.223037719726562,22.649999618530273,65.75,106.9000015258789,9.640000343322754,16.020000457763672,11.600000381469727,1.1302080154418945,6.246152877807617,14.359999656677246
2012-10-31,45.400001525878906,26.649999618530273,9.58825969696045,68.26083374023438,0.47999998927116394,66.0999984741211,26.950000762939453,27.556589126586914,22.899999618530273,65.9000015258789,107.9000015258789,9.880000114440918,16.100000381469727,11.75,1.1770830154418945,6.330769062042236,14.760000228881836
2012-11-01,45.5,27.0,9.448624610900879,68.06746673583984,0.47999998927116394,65.94999694824219,27.149999618530273,27.710538864135742,23.399999618530273,65.9000015258789,108.5999984741211,9.970000267028809,16.139999389648438,11.75,1.1614580154418945,6.461537837982178,14.760000228881836
2012-11-02,45.650001525878906,29.049999237060547,9.541714668273926,68.45420837402344,0.4950000047683716,66.1500015258789,27.850000381469727,27.992774963378906,23.850000381469727,66.5999984741211,110.0999984741211,10.15999984741211,16.34000015258789,11.675000190734863,1.151041030883789,6.523076057434082,14.680000305175781
2012-11-05,45.54999923706055,28.799999237060547,9.58825969696045,68.21249389648438,0.5199999809265137,66.0999984741211,27.5,28.223695755004883,23.950000762939453,66.9000015258789,110.5999984741211,10.140000343322754,16.280000686645508,11.75,1.171875,6.369229793548584,14.300000190734863
2012-11-06,45.70000076293945,28.649999618530273,9.658077239990234,68.01911926269531,0.5099999904632568,66.44999694824219,27.649999618530273,28.19803810119629,23.700000762939453,67.80000305175781,110.80000305175781,10.119999885559082,16.440000534057617,11.75,1.1770830154418945,6.323075771331787,14.899999618530273
2012-11-07,46.400001525878906,28.600000381469727,9.634804725646973,68.74427032470703,0.4950000047683716,66.69999694824219,28.149999618530273,28.249353408813477,23.75,67.8499984741211,113.0999984741211,10.140000343322754,16.579999923706055,11.649999618530273,1.182291030883789,6.407691955566406,14.699999809265137
2012-11-08,46.0,27.350000381469727,9.471898078918457,69.46942138671875,0.48500001430511475,66.05000305175781,27.450000762939453,27.40264320373535,23.100000381469727,66.75,111.9000015258789,9.979999542236328,16.079999923706055,11.375,1.151041030883789,6.300000190734863,14.800000190734863
2012-11-09,46.599998474121094,27.200000762939453,9.332262992858887,69.80782318115234,0.4749999940395355,65.6500015258789,26.850000381469727,27.069089889526367,23.100000381469727,66.4000015258789,112.5999984741211,9.859999656677246,15.960000038146973,11.225000381469727,1.119791030883789,6.199999809265137,14.739999771118164
2012-11-12,46.400001525878906,27.700000762939453,9.299680709838867,70.72634887695312,0.49000000953674316,65.80000305175781,27.149999618530273,27.248695373535156,22.950000762939453,66.5,113.4000015258789,9.960000038146973,15.979999542236328,11.225000381469727,1.119791030883789,6.230769157409668,14.5
2012-11-13,46.25,27.450000762939453,9.197281837463379,69.90451049804688,0.48500001430511475,65.5999984741211,26.600000381469727,27.14606475830078,22.549999237060547,66.3499984741211,113.0999984741211,9.819999694824219,15.84000015258789,11.149999618530273,1.09375,6.0461530685424805,14.399999618530273
2012-11-14,46.04999923706055,27.899999618530273,9.160045623779297,68.84095764160156,0.49000000953674316,65.80000305175781,27.049999237060547,27.530933380126953,22.700000762939453,66.6500015258789,114.0999984741211,9.90999984741211,16.059999465942383,10.949999809265137,1.109375,6.15384578704834,15.260000228881836
2012-11-15,45.79999923706055,27.600000381469727,9.262445449829102,67.82574462890625,0.4749999940395355,65.94999694824219,26.649999618530273,27.09474754333496,22.25,66.8499984741211,112.5999984741211,9.869999885559082,15.739999771118164,10.925000190734863,1.109375,6.038461208343506,15.0
2012-11-16,45.75,27.25,9.402079582214355,67.77740478515625,0.4749999940395355,66.1500015258789,26.399999618530273,27.19738006591797,22.149999618530273,66.8499984741211,114.0999984741211,9.920000076293945,15.979999542236328,11.0,1.104166030883789,6.038461208343506,14.699999809265137
2012-11-19,46.0,27.549999237060547,9.37880802154541,67.87409210205078,0.4699999988079071,66.30000305175781,26.899999618530273,27.223037719726562,22.299999237060547,67.9000015258789,110.9000015258789,9.930000305175781,16.020000457763672,10.824999809265137,1.135416030883789,6.138461112976074,14.979999542236328
2012-11-20,45.650001525878906,27.549999237060547,9.425353050231934,67.00390625,0.4699999988079071,66.5,26.549999237060547,27.01777458190918,22.049999237060547,67.69999694824219,111.0,9.5,16.219999313354492,10.5,1.119791030883789,6.12307596206665,15.5
2012-11-21,45.79999923706055,28.100000381469727,9.448624610900879,66.6655044555664,0.4749999940395355,66.69999694824219,26.600000381469727,27.14606475830078,22.350000381469727,67.6500015258789,111.69999694824219,9.550000190734863,16.280000686645508,10.75,1.1145830154418945,6.253846168518066,15.460000038146973
